content,label,title,subtitle,category
加入国际红十字会就必须在人事安排、行动、管理等方面符合国际规格，且账目必须向国际红十字会公开，有司认为这是干涉我国内政。我们这个隶属于民政部的红十字会是山寨的。,1,真相,,政治
近日，河北省纪委通报：承德市委常委、常务副市长李刚涉嫌严重违纪违法，目前正在接受组织调查。4年前，坑爹儿子没有使他丢乌纱，反而使他扶摇直上，从保定市公安局北市区分局副局长一路升官发财，升任承德市副市长。欠人民的迟早都要还滴！,1,“我爸是李刚”中箭落马,#头号反腐快报#,政治
上午发博有误，多谢网友指出，以此版本为准。,0,政府承诺今年办好十件实事,#晋城两会#,政治
据美国报道，美国两名共和党议员BenSasse和MikeGallagher上周五致信推特CEO多尔西(JackDorsey)，要求将来自中国的账号禁言，声称中国在境外平台传播了关于新冠肺炎疫情的不实信息，并敦促推特禁止其它任何国家的官员在他们的国家访问推特。...全文,0,#美共和党议员要求推特封禁中国账户#,#美共和党议员要求推特封禁中国账户#,政治
中共中央第四巡视组/纪检监察组驻进河南省。欢迎属实举报。组长张红卫15290433333副组长樊祥印：15066428642副组长周德园：18864888538收到的朋友全部转发，让每一个人都知道，举报反腐问题,1,,,政治
中国工程院院士戴勀戎：“看病就得付钱。在我们这里好像天经地义。但是你们知道不知道：全世界有两百多个国家。看病要付钱只有二十几个国家。”GDP全球第二，我们做到了；每年三公消费19000亿，我们做到了；免费医疗为什么就做不到？于建嵘薛蛮子任志强作家崔成浩,1,看病要付钱只有二十几个国家,,政治
自称日本人儿子的逆贼李登辉，因心脏病死亡。,1,李登辉灯灰了,,政治
黑人起义了，要攻陷广州建立非黑广州民主共和国？广州黑人发飙了！用共享单车拦停了广州主干道！三元里的事情鬧大了！...,1,,,政治
党的十九届五中全会审议通过的，从全局和战略高度对我国中长期发展进行了战略擘画，为我们做好“十四五”乃至更长时期各项工作指明了前进方向、提供了根本遵循。...全文,0,青海省广大干部群众热议党的十九届五中全会精神,,政治
红十字会路虎一排排，权威人士爆料：位于北京北新桥三条8号的中国红十字总会的车库里，停着若干豪华公车。红会司局级以上领导，每人两辆。此举是为应付北京限行而为。本人对此未作调查，但结合最近爆出的红色黑幕，不管你信不信，反正我是信了。消息报料人，正是9年前揭开希望工程黑幕的一代名记方进玉,1,,,政治
临武县委副书记、县长贺遵庆个人资料简历：其中有两句“在职研究生学历，维稳学硕士学位”。评：平生闻所未闻，但这位县委副书记、县长贺遵庆的确是学有专长学有所为，不愧为维稳学硕士学位第一人，牛刀小试便锋芒无限，一举惊天下。,1,没见过吧！开眼了吧！长见识了吧！,,政治
疯人言论：河南官员把拆迁户孩子扔下楼，父亲跪地崩溃！（你再删，我再发，大家都转起来！）,1,,,政治
通过长达十天两会的召开.新的婚姻法中规定男女双方只要年满18周岁就可以结婚.并不是之前女方满20周男方满22周才可制成婚约.如今结婚证是国家级证书.高考时还可加3学分.现在在大学期间结婚.学费还可减半;跨民族结婚生一个孩子奖励一万.请大家相互转告.好完成那些早婚人的梦想.,1,,,政治
都是孙子，咋境界就这么不一样捏？,0,,,政治
1966年，8岁的她因父母原因被打成黑五类，和4岁妹妹一起被强制劳改，10岁惨遭轮奸。复课后考上大学，临毕业因一篇论文再次被劳教。在外媒披露后被要求离开中国。来到美国后，她从保姆做起，现在是3D打印机创始人，奥巴马团队智囊成员。她叫傅苹，一个人生浓缩了中国苦难和美国梦想的女人（转）,1,,,政治
贵州三穗县都这样了政府把消息都锁得死死的希望媒体来看看知民心才得天下为百姓做点好事不要在让百姓手苦了,1,,,政治
党和国家最低领导人生产队长下发的红头文件,1,,,政治
前三季度，面对新冠肺炎疫情带来的严峻挑战，省委、省政府认真贯彻落实党中央、国务院各项决策部署，扎实做好“六稳”工作，全面落实“六保”任务，统筹抓好常态化疫情防控，工业生产加快恢复，工业生产者出厂价格指数降幅逐步收窄，工业经济呈现持续复苏态势。...全文,0,前三季度陕西PPI降幅收窄,#看陕西#,政治
日本AV女苍井空福州捞金，瞧瞧中国地方官员的媚态！！！！！！！！via中华反腐联盟,1,,,政治
华为和中兴通讯技术将在很大程度上被美国政府和政府承包商禁止使用。特朗普总统今天签署了这项禁令，作为更大规模的国防授权法案的一部分。该禁令基本上禁止美国政府或任何想与美国政府合作的人使用华为，中兴通讯或其他一些中国通信公司的组件...展开全文c,0,特朗普签署禁止政府使用华为和中兴通讯技术的法案,,政治
根据新调整的住宿标准，省部级官员在北京、上海两地最高可以入住1100元标准酒店，其他省份是800或900元，司局级和处级及以下干部的住宿标准也有不同幅度的提升。如超标，违规资金不但会被追回，还可能被通报处分,0,公务员注意！明年1月1日起差旅费执行新标准，超标后果很严重,,政治
中泰外长上周会面，探讨互免签证问题。新闻：O网页链接中新网：泰国与中国磋商将于今年9月起两国游客互免旅游签证O网页链接希望每年可吸引500万中国游客，之前中国影片“泰囧”带动了中国人游泰国热。泰国国家新闻局发文证实了两国即将放松签证要求的新闻（如图2）,1,泰国免签,,政治
今天上午，由国家粮食局监督检查司司长赵文先带队的工作组赶赴吉林白依拉嘎粮库，对涉事粮库调查工作现场督办。赵文先表示，对于损害国家利益、违法违规问题要坚决严肃查处，一追到底，决不姑息，确保事件水落石出。(央视记者赵智明),0,国家粮食局工作组赴吉林督办彻查,,政治
我从小怕老鼠，但是不怕蛇。后来，有位朋友知道此事，大为惊讶。我说，有什么好惊讶的，不是还有那么多人，某党治下都欢蹦乱跳的活着，反倒害怕什么“列强”么？,0,,,政治
夜宴紫禁城——这是故宫最新最时尚的用途。只不过，这一时尚与普通人无关，夜宴的朱漆大门只向“拥有尊荣地位的高端人群”打开。,0,夜宴紫禁城,,政治
封吧中国人的账户基本在推特不能说话都一发言就封号。微博上应该把美分公知??的账号全部封了先把洛杉矶房东Kevin在纽约封了？,0,,#美共和党议员要求推特封禁中国账户#,政治
韩国国会今天下午经讨论，批准。今年6月1号在韩国首尔正式签署，是中国迄今为止涉及国别贸易额最大、领域范围最为全面的自贸协定。自贸协定签署后，须经过两国国内批准程序，还有两国交换公文等程序才能最终生效。,0,韩国国会批准《中韩自贸协定》,,政治
？？？？？？？？说好的滋油皿煮和仁拳呢？你们这么搞，考虑过一直帮你们洗地的舔??，下一步工作开展的难度么？,0,,#美共和党议员要求推特封禁中国账户#,政治
林语堂：中国人就是这样可爱，本身是最底阶层的奴隶，利益每天都在被损害，却具有统治阶级的意识，总为主子思考。在动物世界里找这么弱智的东西都几乎不可能！章立凡袁裕来律师左小祖咒叶匡政,1,吃着地沟油的命，操着中-南-海的心,,政治
通过长达十天两会的召开.新的婚姻法中规定男女双方只要年满18周岁就可以结婚.并不是之前女方满20周男方满22周.如今结婚证是国家级证书.高考时还可加3学分.现在在大学期间结婚.学费还可减半;跨民族结婚生一个孩子奖励一万.想早婚的童鞋可以考虑起来了。乐婚礼,1,,,政治
百科了一下所谓邪教杀人的定罪仅仅是3年以上7年以下的有期徒刑，只有造成3人以上的死亡多人重伤才算是严重危害，才能获刑7年以上……这种杜撰出来的包庇要不要这么明显，强烈建议上级部门介入调查此案，还人民公道！！！大家复制下去！点赞别沉！！(友情复制2济南路,1,,,政治
特朗普带着夫人去探望奥巴马，并且送上礼物，企图平息黑人一族的怒火。没想到奥巴马接过礼物，一转身便将其甩了出去真水艾特无香的微博视频,1,,,政治
G20峰会正在土耳其举行。会议期间，三只萌萌哒的小猫突然闯入戒备森严、领导人云集的主会场。它们肆无忌惮地走来走去，仿佛在自家后花园散步，“视察”完毕后满意离去。英国媒体戏称，三只小猫的风头甚至盖过G20峰会的主角们。,0,喵星人来了！G20峰会特殊来宾萌萌哒,#G20峰会#,政治
我在看：对方事后道歉，称没控制好情绪！网传视频显示，王某致电卢书记后，让卢书记和志愿者（即小张）说一下。志愿者接过电话后，卢书记要求志愿者简单登记下放行，引发志愿者回应称，那以后是不是我们都简单登记下就行？我管她是谁，凭什么不写？但电话挂掉后，王某径自走进小?,0,#怒怼大连卢书记志愿小伙回应#对方事后道歉，称没控制好情绪！网传视频显示，王某致电卢书记后，让卢书,#怒怼大连卢书记志愿小伙回应#,政治
打脸贴来了，刚才谁说壹基金和中国红十字会没有关系的？壹基金网站英文版写的清清楚楚：所有捐款会全数交给中国红十字会。虽然说了作为壹基金项目资金，但是钱进了红十字会，壹基金还有能力管么？中国红十字会是少数几个没有加入国际红十字会的，各种原因，是人估计都能想到,1,,,政治
总理您好，很高兴能够见到您，虽然是以这样特殊的视频方式。过去一年香港因为这场特殊疫情饱受打击。我们知道您一直心系香港，香港未来两年将进入选举年，而此时全国人大会议就完善香港的选举制度作出了决定，人大常委会将就香港选举的相关法律进行修改，想请教中央政府...全文,0,凤凰卫视记者,#总理记者会#,政治
俄媒指出：央视新闻的微博视频(央视新闻),0,,#当初批评中国的防疫措施西方都用了#,政治
发布了头条文章：我国动真格了！将无限期封杀澳大利亚，这次一块煤都不要了！,1,,,政治
我一直在想这真的是全面奔小康的2020吗？当年郭美美事件红十字会的社会公信力失的还少吗？这么多年又一点一滴建立起来的一丝丝信任又在瞬间土崩瓦解。慈善不是交易，更不是名利场的工具。慈善是需要脚踏实地干实事，不会做就别做物资跑到莆田系医院，地震赈灾物资烂在仓库，协和医院没口罩,1,,,政治
中国最大的瀑布——黄果树瀑布，早就没有多少水了，但只要大领导一来，瀑布还是气势磅礴。原来上面有水库，可以开闸放水。这年头，竟然连风景都有特供！！袁裕来律师,1,特供瀑布,,政治
黑龙江庆安县人民检察院公诉科副科长韩淼，被举报与异性宾馆开房。今天下午，记者从庆安县人民检察院获悉，经调查认定，韩淼与女同学在宾馆“合衣同床而睡，没有发生男女关系”，韩淼已被行政撤职。详见：,0,检察官与异性开房回应：合衣而睡,#万象#,政治
李克强总理21日在中国-东盟领导人会议上说，国家间交往有分歧不奇怪，关键是要看到我们的共同利益远大于分歧，对于分歧应加以妥善管控和处理。10+1合作要走得远、行得稳，要善于运用“和而不同”、“以和促解”的智慧，包容互鉴、合作共赢。,0,李克强：妥处分歧才能让10+1合作走得远,,政治
江苏东海县委书记关永健以提拔副县长为饵，要在办公室内“潜规则”其下属的青湖镇党委书记徐艳，因徐发现关患有严重的性病而拒绝了他，关永健恼羞成怒，下令警察毒打徐艳，并用一把尖尖的雨伞深深地插入了徐的下体致使徐的XX被彻底撕开，子宫完全破裂。,1,如果这县委书记没有性病，这交易就成了？,,政治
湖北，哪里？这都什么年代了，简直是触目惊心！当地政府和执法部门分明是在把“青山绿水”置若罔闻嘛！马勒戈壁，“你们到底是什么人?为何要肆无忌惮地来污染河流空气，为何要竭尽全力不择手段地来掏空我们子孙的生存资源？你们到底是什么人？为什么这么恨这个国家，毁之唯恐不及。”孟非的微博视频,1,,,政治
广东一省管干部在会上谈到自己下派地方8年期间超负荷工作，腰都累出了病，家里80多岁的父母也没时间照顾，说到动情处还落了泪。后来一查，他这几年多次用假证件带着情人出国（境）旅游、购物。“劳模”丑恶嘴脸暴露无遗……,0,官员自称工作累出病，被查出实为带情妇出国旅游,,政治
我吃不起螃蟹，开不起小车，请不起朋友吃饭……。昨天的二中全会上李克强总结说中国人的平均月收入已经达到了八千。看到这个消息我不禁黯然神伤，仔细的盘算盘算，我何止是拖了祖国的后腿呀，对不起了，祖国！我都把你的裤衩子拽掉了也没挣到八千呀！凡拖后腿的人都转一下吧！默默飘过的都是土豪！,1,,,政治
实事实办提升人民群众幸福感-民惟邦本，本固邦宁。政府工作报告中把民生福祉工程列为十大战略工程之一，计划在“十三五”期间，实现教育、卫生、就业、保障等七个方面的大提升，用建机制、补短板、兜底线的方式解决民生问题，实事实办提升人民群众幸福感-晋城新闻网,0,两会特稿,#2016年晋城两会#,政治
天空好像下雨?????????????今天才知道因为宋美龄喜欢梧桐树，蒋介石一下子找人在南京城市里种下了几万棵！航拍的美龄宫就是一条法国梧桐围成的项链...春绿秋黄，也是厉害,1,,,政治
哈哈哈哈哈哈哈哈哈哈哈哈笑死！桃总本尊回复老年美队和拜登撞脸梗了：“我已经开始写新版的剧本了。”桃子真是前前后后为大选操碎了心,0,,,政治
在德国，汽车、公司都无需年检。问德国人：汽车不年检，坏了怎么办？答：自己修车。问：德国政府为何不强制年检？德国人反问：谁给了政府这个权力？如果政府对年检感兴趣，说明这种事对它有好处。,1,,,政治
昆明原书记高劲松被有关部门控制是在4月9日。当天，高劲松接到通知去省委开会，待其赶到后，有关部门当场宣布其因涉嫌严重违纪违法接受组织调查，随即被办案人员控制，全程用时仅十多秒钟。,0,昆明原书记被抓细节：仅10多秒钟就被控制住,,政治
看来把中国和谐的一套精髓学到了，表面上说是中国这边发布了关于疫情的不实信息，但实际上是阻止美国本土的民众在中国用户这里获得真实的信息,0,,#美共和党议员要求推特封禁中国账户#,政治
名字改啦3:我最佩服的是一个叫张海迪的人，上小学的时候就听说她得了癌症，活不了几天了，还说她腰椎以下瘫痪，我是含着眼泪读完她的事迹的。今天，我的同学都有得癌症死去的了，她不但没有死，听说还能翘着二郎腿了，最牛B的是还学会了自己开车。最最牛逼的是她还移民德国鸟！,1,坚强的生命,,政治
病愈后的英国首相，每天骑单车上班，虽然他有一辆二手大众，但上下班不得开公车，而且首相府没固定停车位。说以他只好骑车，两保镖开车跟在路上，还因经常堵车而掉队。安普若-外号安校长的微博视频,1,,,政治
什仿吴斌实名揭露红十字会腐败。,1,,#实名揭露红会官员贪污#,政治
人民网9月2日讯据德国媒体报道，为斯诺登颁发第8届揭秘者奖颁奖仪式9月1日在柏林举行，300多名科学家，知识份子和政界人士出席颁奖仪式。由于斯诺登目前在俄罗斯避难，因此不能亲自来领奖。在颁奖现场，组织方为他放置了一把空椅子。详情:,0,为斯诺登颁发揭秘者奖仪式在柏林举行,,政治
国家能源局核电司原司长郝卫平被指控总额超千万。知情人士透露，郝卫平在落马后主动交代了公安机关没有掌握的700多万受贿金额，并牵出能源局副局长许永盛。郝卫平说，“我也害怕过，山西煤老板真吓人，用麻袋装钱来送。”,0,煤老板用麻袋送钱，让受贿千万的贪官也怕了,#拍案#,政治
习近平批示，强烈谴责恐怖分子的残暴行径，向遇难者家属表示深切慰问，要求有关部门加大投入保障，加强境外安全保护工作，确保我国公民和机构安全。中国将加强同国际社会合作，坚决打击残害无辜生命的暴恐活动，维护世界和平与安宁。,0,习近平就3名我国公民在#马里人质劫持事件#中遇害作出重要批示,#马里人质劫持事件#,政治
从视频里的表现只能看出王某是颐指气使惯了的，小事体现态度作风问题，这要搁建国初期，最起码撤销党内职务吧。一年半不能升职，不痛不痒，影响不大，调任其他岗位还不是该咋咋。,0,,#怒怼大连卢书记志愿小伙回应#,政治
囯际红十字会是世界性卫生救护和社会福利团体，是一个独立、中立的组织，其使命是为战争和其他暴力局势的受害者提供人道保护和援助。中国红十字会是唯一不肯加入国际红十字会的会员国。加入国际红十字会就意味着在人事安排、行动、管理等方面符合国际规则，且账目必须向国际红十字会公开。,1,山寨红会,,政治
村民王树杰被警察张研开枪杀害，调查结果却是警察开枪合法！李洪娜被盘锦派出所所长伙同地痞轮奸，面对网友3万条转发，盘锦市公安局坐不住了，在网上发微博回应网友，叫大家耐心等待调查结果，这么多天过去，女孩连发两条求救微博都被删除，你们把她关在哪里？,1,盘锦市公安局又在自己查自己了,,政治
3月记者前去采访漯河违章别墅群，结果被漯河市召陵区房管局副局长牛豪带人劫持到一片麦田狂殴，记者被牛豪用手枪顶住脑袋，威胁说先在大腿上开一枪。让记者写下保证书，承认敲诈勒索，保证不再追究此事....O网页链接,1,河南一名28岁副局长用枪顶头威胁记者,,政治
惊闻临武县长贺遵庆是维稳学硕士，怪不得指挥凌晨抢尸，处变不惊，临危不乱！（下图为贺遵庆亲临现场，指挥武警抢尸）不知哪所学校或机构有维稳学硕士学位授予权？另外，县委书记范儒平之子，23岁，违规提拔县团委书记，正科级。果然虎父无犬子，世袭天下！,1,惊爆：抢尸县长竟然是----维稳学硕士！,,政治
你动了人家舆论奶酪，破坏了人家的舆论生态，人家当然不让，你以为是国内呢？地狱攻击的东西还有山炮自媒体写的黑公关满网飘。,0,,#美共和党议员要求推特封禁中国账户#,政治
同时冻结了他们在美国近1500亿美元的银行存款。特朗普的观点是，专制国家高层不能一边骂着美国抵制着美国制度，一边把子女送到美国去享受自由民主的生活，这种糟糕的状况必须结束。,1,美国已驱逐5000多名伊朗高官的子女,,政治
赵立坚太狠了，这样下去非把特朗普吓的晚上睡觉说梦话不可～,0,,#崔天凯回应病毒来自美国军方说法#,政治
红十字会，必须做出解释！,1,,,政治
3月19日上午，山东省政府新闻办召开新闻发布会，介绍新冠病毒疫苗接种工作。齐鲁晚报·齐鲁壹点记者从发布会上了解到，无论是否参保，均可享受免费接种，受...全文,0,无论是否参保，均可享受免费接种，受种者个人不负担任何费用,#山东新冠病毒疫苗已接种237.8万人#,政治
雅安地震，雅安153万人（全算进去）光苹果三星富士康三家公司就捐了16000万。平均一人105万，还在说缺钱缺物资！尼玛！贪官少贪点会死啊！劳资希望你们一辈子王巍,1,,,政治
她，本是花样年华，本可花前月下，但她扛起了反腐重任，承担了一个弱女子不该的责任。在12个月里，分别和雷政富、九龙坡区委书记彭智勇，璧山县委书记范明文，西南证券董事长罗广，长寿区区长韩树明，重庆城投副总经理粟志光等6人走完了上床、拍片、捉奸的全套流程，她是赵红霞，为反腐写下经典篇章！,1,,,政治
法制晚报援引韩联社消息称，韩国前总统金泳三于当地时间22日零时21分逝世。金泳三，1927年出生，1992年12月当选为韩国第十四届总统，1997年卸任。,0,韩国前总统金泳三逝世,#天下#,政治
中文台张婉:党内奇闻!书记实名举报市长！河南息县项店镇书记洪友强举报息县书记张富治:张贪污受贿4.6亿!勾结黑社贩卖毒品开赌场！强迫少女卖淫！包养有三名二奶奸淫幼女8人！后耗费9600万向省领导买得信阳市副市长官帽！张把政府工程承包给其兄张富山获利三个亿！张时常把女下属叫办公室进行开光!,1,,,政治
"今日网曝，昆明市官渡区公安分局局长韩玉彪（44岁）因涉嫌重大职务犯罪被查办，办案人员从其住宅中搜出超过1亿元的现金。微评：一个70后处级官员，非法敛财如此之巨，真可谓中国特色！""特色""国度的官吏财富即升迁资本，如若此腐不败，其危害可想而知。小官巨贪，危害猛于""虎""！",1,小官巨贪危害猛于虎,,政治
他急了，他急了，魔法外交天团出击和这种党员吓倒他了哈哈哈一介良民哈哈哈的微博视频,0,,#美共和党议员要求推特封禁中国账户#,政治
2020年全国两会召开在即。今天上午，北京市交管部门对北汽出租汽车集团准备为全国两会服务的车辆逐一检查，全部37个项目都合格才算过关。本次服务两会的车辆更加重视低碳环保，新能源比例增加到全部上会车辆的10%左右。今年全国两会北京团所有用车都是新能源车辆。,0,全国两会用车今天全面体检37项，北京团所有用车都是新能源,,政治
路透社果然没有报“我也想借这个机会可以再多说几句，希望路透社也可以加以充分的报道。”华春莹进一步表示，你知道，公职人员宣誓效忠国家制度是国际的惯例。根据统计，在联合国193个成员当中，有177个国家在宪法中都明确规定国家公职人员宣...全文,0,华春莹：我再多说两句，希望路透社可以报道,,政治
又一位“公共情妇”！上海社保局局长祝均一、上海市宝山区区长秦裕、国家统计局局长邱晓华、上海市核电办主任杨忠万等9名党员干部严重违纪并涉嫌犯罪，都与她有关，考虑到某些因素，官方将这位颇似张曼玉的美女化名为卢嘉丽，江苏镇江人，已逃亡国外。,1,,,政治
今天，在本次东盟峰会及系列峰会举行期间，东盟各国领导人共同签署了，宣告东盟共同体在今年年底正式建立。峰会期间还签署了，这份政治性文件规划了东盟未来10年的行动规划。（央视记者窦筠韵朱雪松）,0,东盟峰会宣布东盟共同体在年底正式建立,,政治
中国国家级贫困县张家川县刘书记会议室VS世界第一强国总统会议室，美国佬羡慕嫉妒恨！,1,,,政治
周孝正：98年，有三名福建工人在以色列被炸死！以色列政府找到中国使馆商议赔偿及处理后事，中使馆以三名工人是偷渡客为由不予理睬！以政府对此硬是一查到底，后来不远万里来到福建，把受害者骨灰交到家属手中、向三名受害者各赔了70万美元。这钱后来还被我们政府收了每人18万的税！,1,,,政治
各位！原来事情是这样的！？日本人不费一兵一卒就可以让我们的城市一个个陷入混乱？这个问题，我们得好好深醒一下。,1,,#爱国宣言#,政治
中医点评各种水果，吃水果也有门道！果断收藏~,0,,#涨点姿势#,医药健康
淄川区中医院：宅在家上网课　教你如何为孩子保护视力淄川发布-融媒体的微博视频,0,,,医药健康
新冠病毒对肺部影响的图像，保持敬畏之心。,1,,#王辰新冠病毒有可能长期存在#,医药健康
?重要提示：医院支援武汉前线的医护人员发回消息，外出请不要穿带毛领或绒线的衣服外套，容易吸附病毒。请转达我们的同事、家人和友人。防护疫情，人人有责。（注：未改动一字，原版转发）深圳·大浪商业中心,1,,,医药健康
特朗普到华盛頓最严重的传染病医院看望医护人员和病人，没有戴口罩……悄悄围观的微博视频,1,,,医药健康
仁厨师做凉菜引发霍乱。涉及地区武汉、浠水、大冶、阳新、鄂州、黄冈。当日300余人在桃源大酒店吃饭，酒店位于高速出口百余米。病毒就此扩散。黄石近一万人染病。昨日省级会议，咎责部分市领导，准备封锁黄石，限制市民出入。黄石的孩子近期切勿在外吃饭，有腹泻呕吐者赶紧上报单位，就医。,1,,,医药健康
一个美国人，被感染新冠肺炎，在美国医院不治，就来到中国，想享受免费治疗。结果中国不免费，他喊冤叫屈，又说自己是土生土长的中国人！不要这么无耻好不！想一想你宣誓效忠美国的誓词吧！,1,,,医药健康
惊，看到一条评论“我预测女权主义者要开始批判张文宏了，因为他三婚”。说这话的人太无知了，女权主义者眼里的好男人是肯离婚的男人啊！看看那些男人拒绝离婚还殴打甚至杀妻的新闻，离婚后男人骚扰甚至杀害前妻的新闻，评论区都是女权在声讨。微博女权现阶段的主要议题是“求放过”好不,1,,,医药健康
赵茂涵无辜吗？无辜个锤子！网传的朋友圈截图，这不就是在“钓鱼”吗？或者说是在钓凯子？还“我在想你”，虽然染上新冠不是她本意，当然没人想得新冠了！可是，成都确实是因为她和她的家人遭灾了！相比之下，其他什么也没干人，不是更无辜吗？,1,,,医药健康
各位亲们中央电视台已经播出，可口可乐承认旗下(果粒橙)含有美国禁用农药「多菌灵」，多菌灵可致脑麻痺、肝脏腫瘤等癌症。包括香港正在销售的（果粒橙），香港食环署正在了解此事件。专家指出，（多菌灵）跟其他农药一样，对脑部影响最大，可引致局部麻痹，并会导致癌症。,1,,,医药健康
当地时间20日，CNN记者大卫·卡尔弗来到中国义乌，报道一家社区医疗中心首次进行新冠疫苗接种。卡尔弗简单地介绍了疫苗的情况，两剂共需400元，优先提供医疗人员等重点对象。卡尔弗还介绍了研发疫苗的公司，最后他还再次夸赞青岛的检测...全文,0,#CNN报道义乌新冠疫苗紧急接种#，还不忘夸青岛：再次回归正常,#CNN报道义乌新冠疫苗紧急接种#,医药健康
被制作工艺吓哭了，我就想问一句：“这玩意儿能吃吗？还有什么不能被制件？”地球太危险了，还是回金、木、水、火、土星吧！,1,卧槽，以后卷心菜没办法吃了！,,医药健康
柳州奖励援鄂医疗队员每人一辆汽车！每辆车都印有英雄字样，今后在该市停车不收费。东莞思zs6669的微博视频,1,,#最新疫情地图#,医药健康
一、炸鸡，含致癌物丙烯酰胺；二、啤酒，使尿酸沉积，肾小管阻塞肾脏衰竭；三、咖啡，压抑副交感神经减低性欲；四、豆腐，植物雌激素减少精子数；五、奶茶，反式脂肪酸减少男性荷尔蒙；六、腰子，含有重金属镉。不是吃啥补啥！！,1,6类杀精食物吃傻下一代,,医药健康
调查显示，58%的人表示不会食用转基因三文鱼，欧盟的反对者则占77%。有人担心，转基因三文鱼体内有大量生长素，可能诱发癌变。美国药管局：审批详尽而严格，证明其是安全的，不会强制要求标注转基因。,0,转基因三文鱼致癌？美药管局：安全,#转基因三文鱼上餐桌#,医药健康
早听说过小龙虾脏，但是不知道这么脏啊！幸亏嫌麻烦不爱吃。日本人为什么不吃小龙虾！为了家人的健康分享它。有日本的客户来，一起约去吃饭。无论怎样劝都不吃小龙虾...O网页链接（使用新浪长微博工具发布O网页链接）,1,转帖!震惊!!!,,医药健康
川普总统已根据援引战时当局提高重要医疗用品的产量，并建立临时的野战医院。180座战地医院，一夜之间遍及全美。,1,180座战地医院，一夜之间遍及全美。,,医药健康
体检检查出有乳腺纤维腺瘤，听说这是良性肿瘤不用做手术，为什么医生建议我做手术切除？诊断出甲减，目前在服用的优甲乐可以用牛奶豆浆服药吗？可以饭后服用吗？想明确更多关于乳腺纤维腺瘤、甲减等甲状腺乳腺外科的疑问，爱问三甲医院专家，在线为您解答，速戳了解>>...全文,0,,#秋日健康季#,医药健康
"低劣套芯+润滑油，手工作坊制作，销往小型宾馆当正品售卖…上海侦破一起涉及上海、河南、安徽、浙江、湖北、广东、江苏、陕西的制售假避孕套案，查获假""杜蕾斯""""杰士邦""等品牌避孕套300万余件。经检验，假安全套中含重金属成分，对人体危害很大。(央视)",0,[话筒]300万件假安全套内含重金属,,医药健康
视频告诉大家一定要合理使用酒精消毒啊！不然真的可能导致“高温消毒”明显渣男的微博视频,1,,#最新疫情地图#,医药健康
最近，美国睡眠医学学会旗下期刊（JCSM）发表的一项研究，为睡不好的人支了个招：换一条厚被子，坚持一个月，你的睡眠质量可能就会得到改善。研究发现，加重被子后，参与者失眠症状大为减轻。12个月后，92％的重被毯使用者产生积极变...全文,0,盖厚被子能治疗失眠？,#微博健康讲堂#,医药健康
汤阴县的张女士反映，她在中国人寿保险公司河南汤阴分公司为自己和女儿各投了一份重大疾病险，今年女儿不幸患了乳腺癌，出院后拿花费单到保险公司理赔时却被保险公司却告知最后一年保费没有交成功，保险永久作废，不能进行理赔。不过，账户里...全文,0,#河南女子交保费20年患病后却遭拒赔#！中国人寿这样回应,#河南女子交保费20年患病后却遭拒赔#,医药健康
剖腹产对孩子影响很大的!!!我出生的时候是低横胎位，剖腹产出来的，从小就体质很差，必须要每天服用氢氧酸才能活下去。医生说了我终身都离不开这种药。所以剖腹产影响真的很大的。,1,,,医药健康
用一次性筷子做笋干炒肉，好吃哦.。。。。。via亮兄本尊,1,,,医药健康
魔法士。。。。。。。。。用。。。。。。。。尸油。。。。。。炸。。。。。。。。。。我。。。。。。。。。。。现在。。。。。。。。。才。。。。。。。。。。。。。。。。。。知道。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,1,,,医药健康
这就有些带节奏了，杭州这边没重男轻女那么严重。倒是批评狗乱养才是真的酷酷的LcLc的微博视频,1,,#杭州一女生感染狂犬病脑死亡#,医药健康
记者从北京地铁公司获悉，根据近期官方公布的河北固安病例密接者曾乘坐北京地铁出行的报道，北京地铁公司聘请第三方检测机构对重点车站及列车车厢进行了环境样本采集检测工作。检测车站共计9座，包括公主坟、四惠站、四惠东站、双桥站、建国门站、宣武门站、西钓鱼台站...全文,0,北京地铁通报环境采样为阴性,,医药健康
种子种在土地里可以生根发芽，可是你是否见过在人的身体里长大的植物？俄罗斯医生日前在一名男子的肺里发现一棵5公分的小杉树，而这棵小树是他此前吸入一颗杉树种子长成的。该男子称，尽管非常疼痛，但自己并没有感觉到体内有异物存在。via环球网,1,俄罗斯男子吸入树种肺部长出杉树,,医药健康
从明天起，大家出门做好防护，戴口罩，硚口区今天开始排查，十一期间硚口区有一千多人去过青岛，武汉市还不知道共有多少人去过，硚口区各小区又开始管控了。,1,,,医药健康
专业人士们给大家介绍一下配合运动的健康饮食吧？FitTime睿健时代SeraphJo运动健身精选周薇的勇敢世界,0,,,医药健康
日本疯传的，跟着音乐节奏分解脂肪，两分钟就完成，好神奇的样子，带上小伙伴一起练！二货是怎样...,0,,#2分钟瘦身体操#,医药健康
这个竖线代表什么意思呢？指甲上的竖线代表一个人体质的好坏，如果体力透支，精神长期疲劳的话，竖线就会越来越多哦！年轻人如果已经有了的话，就说明呼吸系统和神经系统有压力，赶紧调整好生活规律，趁着春光明媚郊游一番，呼吸新鲜空气吧！,1,你的指甲上有一条条竖线吗？,,医药健康
