content,label,title,subtitle,category
连日强降雨使山区部分区域出现山体滑坡和泥石流，石家庄广播电视台记者跟随首批外界救援队伍步行四个多小时，进入井陉县测鱼镇冯家庄村展开救援。此地发生严重山体滑坡，200多户房屋不同程度受损，但所幸没有人员伤亡。（刘英志摄）,0,联系中断48小时后，救援队伍进入重灾区井陉县冯家庄,#河北暴雨#,灾难事故
离婚本应该是依单方意思表示即可以完成的行为。诉讼离婚负责解决有过错方向无过错方的赔偿问题，还有夫妻共同财产债务孩子扶养等。婚姻关系里有一方不想过了中立法官还判决人必须过下去，我好难理解。,0,,,社会生活
脚伤照片出来了，不多说了，刘翔，英雄。质疑刘翔作秀的人，请闭嘴！！！刘翔我们支持你！还有陈一冰，你也是我们心中永远的冠军！这次奥运有太多的心酸，你们永远是我们的骄傲！请大家顶起来，让感动常在！,1,心灵,,文体娱乐
新华网：欧洲移民又推新渠道，10万瑞典克朗（约10万元RMB）成立一家公司即可获全家居留许可。无经营范围限制，无员工数量要求，无须收入证明。即可与瑞典人享有同等的“从摇篮到坟墓”的福利与政策，免费教育，免费医疗，父母津贴，儿童津贴，学习津贴，失业救济同时享有。,1,10万元可全家移民瑞典？,,政治
"一直没写过顺产日记,但是问的准妈妈还是应接不暇.拔掉懒筋,一口气写了六页.对于问我如何做到不到半小时结束顺产,这里分享一些经验和体会,希望帮的上正在纠结的孕妇们.其中提到了大家问及的关于侧切和夫妻生活会否受影响的问题,请没节操的狐朋狗友用健康的思维对待这个神圣的使命呀!",0,,,医药健康
"2014年中央美术学院年度一等奖视频是大三学生谢承霖的作品，创意源自地铁、街道、学校里常见的手机“低头族”，短片用黑色幽默叙述了“低头族""一步步毁灭世界……世界这么大，该多看看，别做“低头族”，你同意吗？",0,世界那么大“低头族”要看看！,,文体娱乐
眼看着生命瞬间化为乌有…危机管理者的微博视频,1,,#埃航空波音737Max8坠落全过程#,灾难事故
建宁县，整个县，最近的猪肉出现大量寄生虫，大家尽快打电话回家，告诉家里人先别吃猪肉了，猪肉必须煮熟才能看到这种虫，并且在高温下很难杀死，希望有关部门尽快调查，为大家的健康着想。有微博，赶紧转微博，让消息扩散出去，为大家的生命安全着想！福建日报福建身边事2G3京台高速,1,,,医药健康
北京八大处名医汇超话小美女到今天正好割双眼皮半年了，之前眼角增生的地方也慢慢淡化了，现在基本看不出增生的痕迹，不过手术的疤痕还是有的，化了妆基本看不出来，术式选择的全切，宽度8.5mm，形状开扇。,0,案例分享,#北京双眼皮#,医药健康
整理出40部反复看都不会腻的韩国电影，小伙伴们赶紧马走慢慢看。,0,,,文体娱乐
尼玛只恨老子没有生在好年代啊！！！！！！！,1,,,无法确定
我们得小心点了(S找节操),1,,#节操碎一地#,无法确定
你们好！最近看网上流传说旺仔牛奶，爽歪歪，QQ星等系列饮料含有肉毒杆菌，请问这情况是否属实？担忧望有关部门告知，谢谢12315消费者维权,1,,,医药健康
#熊孩子惨案一个外资投行的大客户经理带着笔记本从广州回老家过年，结果架不住一群熊孩子和家长的攻势把笔记本给了他们玩。一个小时后发现熊孩子进了他的金融账户把客户的资金都买了外汇……更可怕的是熊孩子家长还过来冷嘲热讽，于是惨案发生了…我在这里:,1,,,社会生活
11月11日，外交部发言人汪文斌主持例行记者会。有记者提问，美国国务院副国务卿克拉奇20日将与台湾方面展开经济对话，中方对此有何评论？汪文斌表示，中方一贯坚决反对美台官方往来，我们敦促美方恪守“一个中国”原则和中美三个联合公报规定，停止与台进行任何...全文,0,#外交部回应美台计划展开经济对话#,#外交部回应美台计划展开经济对话#,政治
杭州时讯新安江九孔泄洪后，西湖怎么样了？直接上图，预计杭州今夜到明天仍有中阵雨，水位还将上涨。请市民群众提高防范意识，切勿心存侥幸，特别是已转移人员，不要擅自返回原居住地，避免出现意外！,1,,,灾难事故
2016年7月2日中午11点50左右，“好司机”志愿者168张强驾车在福州北路由北向南行至福辽立交桥上发现前方交通拥堵，当行驶过人行过街天桥后发现在～中国政府网中国文明网中国社会报中国山东网道德故事汇青岛文明网城阳交警青岛交通广播FM897畅行952青岛信息港青岛市北发布CCTV杨阳,0,青岛好司机No.00168张强,#青岛好司机VRR#,社会生活
现在催泪弹都用上了！余杭祈求全国人民关注，目前已经导致4人死亡，N人受伤！杭徽高速封道，移动信号屏蔽！媒体集体失声，网络个人帖被删，几十个千人群瞬间被解散！郑州晚报章俊龙benny蔡虎爱乐活Any_小洋子蔡虎爱乐活何炅吳京吴奇隆TD我在:202省道,1,,,社会生活
当时科研条件十分艰苦，都是土法上马，做临床试验时，是屠呦呦和另外两个同事先试服。屠呦呦因此得了中毒性肝炎。屠呦呦说，一个科研的成功不会很轻易，要做出艰苦的努力！,0,当年屠呦呦拿自己做试验，因此患病,#屠呦呦颁奖典礼#,科技
很多人认为酸奶中富含益生菌，可以均衡肠道菌群，促进肠道蠕动，从而达到促进消化的目的。但是，酸奶其实并不能促进消化。这是为什么？戳视频↓↓一起了解。央视三农的微博视频,0,喝酸奶能促进消化，是真的吗？,#辟谣#,医药健康
调运东京的中国捐日本的检测试剂盒，被美军飞机错运到美国本土。华为快件被联邦快递送到美国，初始我一点不信。这条有日文原版来源吗？不太敢信。真的话，美国用没用掉试剂盒？东阳市,1,,#韩国意大利伊朗累计确诊总和超2万#,医药健康
今天在微博上疯传的那篇提到了哈尔滨亚麻厂大爆炸事件。大多数人可能是第一次听说这起事故，实际上其严重后果是不亚于克拉玛依的，不仅导致58人遇难，还造成了177人烧伤，其中50多人甚至还因抢救过程中的输血而感染丙肝，受害者大部分都是正值花季的年轻姑...展开全文c,0,,,灾难事故
陕西省咸阳市三原县南关村2019.5.27发生一件持刀杀人事件亲孙女用砖块拍向自己的亲爷后，持刀杀爷未遂后又转向砍向自己的五妈三刀！其行为令人发指，希望大家帮忙转发一下！让更多的人看到让事件尽快得到处理谢谢大家了。网页链接,1,,,社会生活
我才知道原来微博也可以查看最近访客的。害我那么肆无忌惮，情何以堪啊我！,1,,,科技
还有两千部Iphone4和五百部4S，为支持中国队，统统送！！！转发本条微博并关注MANCHUNLEEE，奥运会结束只要中国获得金牌最多，每人送一台，Iphone送完还有Ipad，根据转发先后顺序，迟了就只有nano了，快快转起来，中国加油！吃了就没有了！！,1,,,财经商业
7月31日讯，根据日前伦敦奥运会官方统计，对近900项不同种类的奥运纪念品出售和生产状况进行调查发现，官方纪念品中65%、627项产自中国。而各国队服的设计者多为本国知名设计师，但生产奥运服装制造商大多来自中国和俄罗斯。,0,超6成奥运纪念品中国造,,财经商业
金沙江大桥在没车行走的时候自我坍塌，这桥通人性，未伤一车一人，太善良了。应该当选2013年度特别致敬者。,1,善良的大桥,,灾难事故
由KunalNayyar参演的CollegeHumor网站原创搞笑视频：,0,,,文体娱乐
市文化广电旅游局发起了派发“5·19中国旅游日中山文旅消费券”的主题活动，联合市内众多文旅企业向市民推出了中国旅游日门票降价、免费等优惠措施，同时倡导景区向防疫医护人员免费开放，有效拉动客源增长。,0,中山又派消费券了！,#城事#,财经商业
我所住的小区在洪山算是大的，共十期，近十万人。今天做9、10期（共12栋楼，最少三四千人）的核酸检测。八点左右开始，每栋楼排一队，物业、商铺等工作人员单独排队。在楼上观察了一会儿，后来下楼拿快递又看了几眼，说得上是“井然有序”。武汉,0,,,医药健康
雪莉确认死亡：患有严重抑郁症发现时已上吊自杀网传公寓总共6具尸体雪莉确认死亡：患有严重抑郁症发现时已上吊自杀网传公寓总共6具尸体,1,,#具惠善欲复出#,文体娱乐
网络消息：中国或将允许个人合法安装卫星电视，如果中国国内租用的卫星在10月份前再不开放个人允许，世界卫星组织将取消中国卫星电视直播权，所以10月份国内必有动作，广电局利用干扰器，干扰县域个人卫星接收器接收卫视节目的时代将成为历史。新闻破解13,1,,,财经商业
这是发生在重症隔离病房里，一个小朋友对医生说的话我不想让妈妈哭??不是晚一点，是你不会si的，加油，医护人员是不会让你si的，坚强，加油??情感依梦的微博视频,1,,#人生第一次我们这样过年#,医药健康
近日，浙江金华江北步行街，两名打扮成孙悟空模样的男子穿梭在人群中，见有家长带孩子或情侣路过，他们便拉着小孩或女子拍照，合影后强制收取10元合影费。市民李女士气愤地说，钱掏得一头雾水，有点窝火。（浙江在线）你遇到过这种收费拍照的情况么？,0,“孙悟空”合影后强制收费日赚二三千元,,社会生活
八双鞋；陕西永寿刘爱玲惨死，震动了整个永寿。原因是她家被当地政府强拆，父亲因此上访被打残关进黑监狱！最后她不得已上西安上访，在上访路上，她竟被政府工作人员抓回永寿县，最后被永寿县司法局长杨志斌和手下人轮流强奸，痛苦绝望之余跳楼自杀，留下了一幅惨不忍睹的死相。（此贴二万多转发,1,,,政治
2月26日晚11点多，郑州巡警接到报警，说一个女孩在宾馆受到性侵犯。民警赶到现场时，受害人小王的老板说：“我是北京大学明伦管理学院的副院长，我叫王子涵，我告诉你，别拍了！”O网页链接,1,北大院长王子涵深夜性侵犯女孩,,教育考试
"前几天沸沸扬扬的虎门大桥起伏抖动，结果终于出来了，排除了专家所谓的“水马”、""泥马""。目前初步判断原因是主索和吊索多次腐蚀，38号吊索钢丝绳断裂!其他安全隐患还在进一步检查排除中!",1,最新消息:虎门大桥抖动的原因终于找到了！证实专家都是瞎扯淡!,,社会生活
多位网友提供视频称：9月4日上午，上海外滩，汉口路，一辆沪G-Y7201黑色滴滴车当街冲向交警，猛撞警车，撞伤一名环卫工人！交警果断打破轿车玻璃，将司机拽出，压倒控制在地上！上海警方通报，该车确实是一辆网约车。滴滴随后回应，已封禁该司机的账号。,0,上海一辆滴滴车司机公然撞交警！,,社会生活
新垣结衣笑颜合集，治愈萌，各种甜！,0,,,文体娱乐
有个民营单位的护士，当初独自一人去援助武汉，援汉结束后也没有掌声和优待，就连返回的车票都是自己默默买的，仿佛一切都没发生过。体制内外，真是天壤之别！,1,,,社会生活
“跟着我左手、右手一个慢动作……”新鲜出炉的北京“王炸雪花”独家慢动作来了！！！跟着小编high起来！南方的朋友看这边，穿着短袖、吃着冰棍看雪花啦！,0,来看北京雪花“慢动作”[雪],,文体娱乐
如果刘翔得了伦敦奥运会金牌或者中国队在最后时刻仍然保持金牌榜首。凡转发并关注我的网友，所有人送一台iPhone4S+iPad2。记住，不是一个人，而是所有人。信誉保证，决不骗人，到期兑现！,1,,,财经商业
2012-09-10宁波妇儿医院今天下午1点48分，一妇女及一婴儿在住院楼跳楼，后抢救无效死亡。具体情况公安部门正在调查。妇女因小孩病重，加上负担不起昂贵的医疗费，带着仅四个月的宝宝从12楼跳楼身亡。感叹医疗费用猛于虎的同时，又惜其何等脆弱？！,1,,,社会生活
临沂市委书记奸淫上百幼女.....（燕赵都市网）.原文出处,1,,,政治
据悉，因涉嫌非法进入靖国神社而被逮捕的韩国人全昶汉，于9日携带火药等爆炸物再次赴日。全昶汉供述时表示，“由于11月23日炸靖国神社失败，因此我想重新引爆一次”。,0,靖国神社爆炸案嫌犯再赴日理由:想再炸一次,,政治
总理来武汉了！暴雨攻陷武汉中心城区！交通全面瘫痪！全城停课！企业调休！全武汉人不敢出门了......总理来武汉了！暴雨攻陷武汉中心城区！交通全面瘫痪！全城停课！企业调休！全武汉人不敢出门了......,1,,#中国#,政治
刚在网上看到:李刚的儿子李启铭说的“我爸是李刚”只是他说的话里的一部分，原话是“赶紧打120，救人要紧，没关系，我爸是李刚。”我心里突然觉得一阵酸，中国媒体，你是有多能颠倒黑白。via郑祥505,1,真相有多远？,,社会生活
祸从天降!女司机醉酒驾玛莎拉蒂撞飞宝马事后逃逸已致7死4伤见者转发??甜到南句的秒拍视频,1,,#河南玛莎拉蒂#,灾难事故
“老板，来盘寂寞。”“对不起，先生，本店只剩空虚。”“开心、快乐也没有吗？”“有，是水货。”“真心有吗？”“昨天有买虚情假意的搭给他了。”“情人有吗？”“有。”“来一个，给我加点诺言。”“现在诺言都是假的。”“那知己怎卖。”“这个可贵，一缘一份。”“来一份。”“那你得邂逅。”,0,,,无法确定
「紧急通知1」刚一个医院朋友打电话跟我说，这次的禽流感很严重！外界媒体封锁了消息，和十年前sars的传播差不多。所以特地通知我，多洗手，尽量避免饮用自来水和家禽肉！多透气注意保暖增加抵抗...(使用微博桌面长微博工具发布O微博桌面首页）,1,,,医药健康
①看头条：习近平在中央扶贫开发工作会议上强调，脱贫攻坚战冲锋号已经吹响。未来5年攻坚期，精准扶贫如何创新？②看亮点：正式签署，新增哪些开放措施？③气候变化巴黎大会召开在即，中国为应对全球气候变化做出哪些贡献？今晚7点，一定看！,0,11月28日新闻联播抢先看,,政治
江西省南昌市西湖区官方13日通过微博通报“‘4.1’违章摊贩刘英高坠死亡事件的情况”。通报称，刘英“突然情绪失控，从七楼楼顶天台跳下，后经医院抢救无效死亡”。图为事发现场（求辟谣）,0,江西一女摊贩从城管队办公楼7层坠亡,,社会生活
明明有盖着公章的通知书，学校怎么说没招过？10日，河南农业大学办公楼前聚集了数百名学生“讨说法”。学校称自己也是受害者：该校经管学院与一家培训机构签过专升本自学考试协议，但对方私刻学院公章违规招生收费，非法录取近300名学生。网页链接,0,300新生持“假录取通知书”报到,,教育考试
咱们一起为这位英雄哀吊！他的理念和知识继续存活着！都转起来,1,揭露地溝油的記者李翔，死了，被人捅了**10**餘刀,,社会生活
据测算，新疆乌鲁木齐昨日降雪量达到1951年有气象记录以来冬季单日降雪极值。今天凌晨四点半，气温零下5摄氏度，降雪还在持续，环卫工人们趁夜里车少，抓紧时间清雪，为天亮后大家出行提供方便。你愿意为辛苦的环卫工们点赞吗？（央视记者信任）,0,请为暴雪中的他们点赞[求关注],,社会生活
近日联想正式宣布完成对日本富士通PC业务的收购，联想将持股51%。去年富士通PC业务以及手机业务亏了100亿日元。联想给出承诺是维持其现有工厂运营，员工职位不变。继NEC之后，又把富士通品牌纳入旗下，联想将不断吸收日本企业的高质量产品制造技术。,0,造不如买？联想继续买买买收购富士通,,财经商业
网上热传，微信收费将于7月1日开始，收费标准信息5分条，语音1毛条。如果是真的，你还会用吗？,1,,#微信收费#,财经商业
继房祖名和柯震东之后，昨晚，又一位IT大佬在北京开房吸毒被抓。今日，经媒体证实，这位大佬是搜狐CEO张朝阳。,1,#张朝阳吸毒被抓#,#张朝阳吸毒被抓#,文体娱乐
刚刚看一个视频，提到了一个问题，中国动车是实名制售票的，为什么公布有关伤亡人员名单如此遮遮掩掩？还有，就是两节车厢冲到桥下，为什么会有人员失踪？铁道部难道就这么低估百姓的智商？,0,,,灾难事故
相比框架眼镜或者普通的隐形眼镜，角膜塑形镜并不为大众熟知。但是在一些家长圈子里，它逐渐火了起来，甚至被称为近视防控的“利器”，“角膜塑形”听上去就有浓浓的黑科技意味，究竟它有什么特殊的地方呢，今天就带大家了解关于角膜塑形镜的3个真相、2个误解。角膜塑形镜的3个真相使用方式相对便...全文,0,,,医药健康
视频内大多数牛逼行为极为危险不要不信自己试试哦,0,,,社会生活
今日8点39分左右，河南睢县职工幼儿园的一辆校车与一辆货车在一十字路口处发生相撞。由于受到猛烈撞击，校车所有车窗玻璃破碎，货车侧翻在地。大部分儿童由于受到惊吓不停嚎哭，有儿童受伤浑身是血。目前伤者被送往中医院接受治疗。秒拍视频,1,河南睢县一幼儿园校车与货车相撞现场惨烈,,灾难事故
发布了头条文章：除承包医院外，还承包了中国90%的寺庙！信仰也被莆田人承包了,1,,,社会生活
微软AI新失败：安卓iOS平台Cortana语音助手将正式关闭-微软将关闭安卓iOS平台Cortana语音助手大战惨遭失败,0,,,财经商业
"清华大学一同学在写作业,电脑上正与他视频的是他异地的女朋友.两个人静静无言,埋头做功课,偶尔抬头看看对方,然后又埋头继续学习——这才是爱情.爱情不是两个人一起逛街,一起吃饭,甜言蜜语,朝夕缠绵,甚至不是紧握双手.而是为了对方,成为更出色的人。（转）",0,,,教育考试
前方高能，蒙古的羊来了！完整讨论戳：网页链接虎扑的步行街的微博视频,1,,#上虎扑关注步行街每日话题#,社会生活
本文作者是鄰人11號。由于工作的原因，他对分账片由颇多了解。所以，在2016年到来的时候，他也为大家分享了这篇2016年分账大片引进预测。分析一下，明年到底有哪些大片可能引进到内地上映。仔细一看，好片还真多呢！,0,,,文体娱乐
微博快点扩散开，帮忙找到失主刘学伟我在:O网页链接,1,,,社会生活
一张63套房离婚协议书在网上疯传，其中50套归女方所有，13套归其20岁的女儿所有。而且，协议书属实。这属于个人隐私，净身出户的男人有担当，很多女人都想来一打PS：此类结婚是重大资产重组，离婚应该也不是为了买房！,0,,,社会生活
不要给宝宝买太复杂的玩具，他们理解不了,0,,,社会生活
中国人对红木家具的痴迷，直接导致了紫檀、黄檀、黑黄檀数量的大幅下降。为了遏制这一现象，华盛顿公约在2013年将五种红木提升到了附录二，意味着国际贸易已严重威胁到这五种植物。但这一条款的公布，可能会间接引发中国红木贸易最后的疯狂：,0,你以为你消费的只是红木？,,财经商业
这个时候被朋友圈这个视频吓醒了，朋友发的：蓬溪锦绣国际城幼儿园的老师就是这么对对孩子们的。。太可怕了。。。遂宁微故事遂宁新发现遂宁之窗|遂宁·南津...枷_枷的秒...,0,,#遂宁身边事#,教育考试
你怎么看待这件事？聊天表情包的微博投票,0,,#大熊猫双胞胎顺顺溜溜病亡#,医药健康
今年5月19日是宁海开篇407周年纪念日，也是第十个“”。5月19日当天，宁波众多景区半价惠民，天一阁博物馆、象山影视城、四明山森林公园等景区门票半价，宁波海洋世界、雅戈尔动物园也有不同程度优惠，九龙湖旅游度假区九龙源景区、郑氏十七房免费开放。,0,,#中国旅游日#,财经商业
3月15日是国际消费者权益日。澎湃新闻视频频道将全天推出重磅调查，深入黑市采访、揭露行业乱象、挖掘假货源头、关注平台维权、破解消费套路，依法维权，不做沉默者。（澎湃新闻）澎湃新闻的微博视频,0,3·15特别预告丨澎湃视频全天报道，不做真相的“沉默者”,#微提醒#,财经商业
越南通讯社最新消息，马航航班在海上找到了，奇迹！在等待救援！,1,,,灾难事故
索尼今晨宣布破产！又一商业巨头倒闭了！反思！你还在传统行业中挣扎吗？就算营业额上涨了可利润是否下滑了，你该考虑改行了，你该顺应趋势了！与时俱进！！选择趋势才能选择未来。我在:2筼筜路,1,,,财经商业
8月17日上午，银川市康平路路段上一位老人站在路中间，一位与老人对向过马路的女孩看到了老人的困境，此时行经此处的车辆主动停了下来，女孩搀扶着老人走过了斑马线，为我大银川的最美女孩点赞为停车礼让的驾驶员点赞马江银川交警平安银川宁夏日报鸿胜伴你行...,0,,"#礼让斑马线,做有礼银川人#",社会生活
虽然但是，狗东西给我挺住,0,,#爱奇艺遭美国证监会调查#,财经商业
陶家镇近期对柳树、法国梧桐等树木进行了冲洗，以减少纷飞的柳絮等对人造成过敏性鼻炎、过敏性哮喘等过敏现象。专家提醒，对于过敏体质者，春季经常在户外活动时可围上纱巾或戴上墨镜、口罩加以防护。,0,,,社会生活
医保电子凭证是由国家医保信息平台统一签发，全国医保线上业务唯一身份凭证，从前去医院看病都要带着医保卡，现在用手机就能买药看病啦！国家医疗保障局已上线医保电子凭证，刷脸挂号、远程问诊、买药就医，报销支付，全国通用！那么，如何领...全文,0,@咸阳人，医保电子凭证全国开通，快来激活！,#关注咸阳#,医药健康
有时候真的努力后，你会发现自己要比想象的优秀很多。越努力，越幸运。,0,,,文体娱乐
2020年8月24日，创业板启动了历史性的改革。从这一天起，创业板上市将实行注册制，日内股价波动上下限从10%提高到20%。伴随清脆的开市钟声响起，首批18家首发企业股票上市交易。创业板改革并试点注册制，对于完善我国资本市场，乃至促进国民经济整体...全文,0,创业板注册制试点：强化创新型企业“造血”机能,,财经商业
美国当地时间10月10日，飓风“迈克尔”登陆美国佛罗里达州，最高风速达250千米/时。树木被连根拔起，屋顶被掀翻在地，汽车陷在洪水当中，飓风所到之处，一片狼藉。要知道，飓风在整个生命周期中所释放的能量，远比一颗核弹的能量巨大。→O网页链接,0,飓风“迈克尔”：史上罕见的破坏威力,,灾难事故
04月20日08时02分祈祷平安！,1,四川雅安发生7级地震,,灾难事故
今天，一份小朋友的简历在微博上流传开来，简历上的小朋友出生于2013年5月，这份简历是投给上海的一所国际学校，制作得非常精美，里面的内容，也让不少网友惊直呼：输在了起跑线上！这份简历是真的吗？你对这类简历怎么看？展开全文c,0,这份五岁小朋友的简历今天刷屏了！孩子的差距是父母的差距？,,教育考试
请大家协助缉拿通缉犯！快转！,1,,,社会生活
这辈子，和谁过，怎样过，过多久，有人因为爱情，有人因为物质，有人因为容貌，有人因为前途，有人因为压力。而当这日子真的要和选择的人一起过了，你才明白，钱够花就好，容貌不吓人就行。其实真正幸福的标准，无需理由很简单，只要笑容比眼泪多，你就找对人了。,0,,,无法确定
安贞医院护士被打的照片潜规则。。。这个肖肖你们知道是谁吗？是姚晨前夫现在老婆的好朋友，那个唐一菲的好朋友，以前唐一菲做小三不承认后来又偷偷跟姚晨前夫结婚，被好多网友骂，这个认证的演员肖肖，就帮唐一菲回骂网友…O网页链接,1,安贞医院护士被打的照片潜规则。。。,,社会生活
此刻当你陷入黑暗的绝境，才懂光明多遥不可及。by何洁,0,,,无法确定
据RecordJapan网站报道，作者尾田荣一郎突发疾病，漫画暂停连载。已经持续了15年的连载，现在突然因为疾病休载，让粉丝们也感觉非常震惊。网上一片关切之声，难以掩饰大家对的喜爱之情。据说尾田荣一郎是因过度劳累突发的疾病。新娱,0,海贼王作者急病，最新漫画休载,,文体娱乐
①一个人如果只想到自己，那是最可耻的；一个人如果只为自己活着，那就不如死掉。②说大话，说假话，一害自己，二害国家。③我死后，把我的骨灰送家乡…把它埋了，上头种一棵苹果树，让我最后报答家乡土地、父老乡亲。1974年的今天，彭德怀含冤逝世。沉痛缅怀！,0,彭德怀说,#历史上的今天#,政治
对于近日打砸抢地报道万感痛心！理性爱国什么时候才能做到啊！？自己喝毒药想让别人难受怎么可能无论下面的图文真与假，对我们都是个警告长点心吧！中国人！,1,,,社会生活
埃航坠毁前最后两分钟。目前普遍认为的失事原因是人机对抗说，希望官方可以给公众一个真实答案，而不是为了利益而掩饰答案，给死者家属一个交待，逝者安息。一只熊宝888的微博视频,1,,,灾难事故
3月20日河南洛阳西苑路，一位女子站在法院车顶高呼喊冤，引起众人围观。据知情人介绍，该女子弟弟多年前被一法院人员杀害，后欲3万元私了，该女子家庭不同意，一直上诉，但是多部门一直推诿扯皮。据悉：昨晚再次在家门口被警方传询......,1,洛阳妇人裸体喊冤哭喊苍天啊,,政治
俄罗斯直接放了800只狮子和老虎上街撵人回家，真的这么直接吗,1,,,社会生活
我是詹姆斯球迷媒体总这么一厢情愿不好！詹姆斯的两个儿子已经在洛杉矶中学登记报名？事实上，并没有！记者ChrisMartinPalmer随后做出调查，他就此事咨询塞拉峡谷中学的一位官员时，不过该官员否认了布朗尼已经在学校注册报到的传言：他并没有来这里。,0,,,文体娱乐
嚣张！深圳女子买药不配合信息登记还殴打店员。现场惨叫连连。-刘百合-的微博视频,1,,#个别省份又出现聚集性病例#,医药健康
当你真正看懂了，你就真的懂了爱情。那么，当你听懂了，你就真的懂了什么是哀伤和无奈~,0,,,文体娱乐
继22日香港特首林郑月娥率领多名问责官员接种冠病疫苗后，香港警务处处长邓炳强也于当地时间23日下午到接种中心打疫苗。中新社报道，23日下午，多个纪律部队首长率领超过100名相关人员到设于香港中央图书馆展览馆的社区疫苗接种中心接种新冠疫苗，...全文,0,继林郑后香港纪律部队首长率逾百人接种新冠疫苗,,政治
先生一切可好？TFBOYS-王源,0,,#王牌队长王源#,文体娱乐
近日，深圳一家银行内，一中年妇女提着大瓶可乐往银行的ATM机里猛灌。这是咋回事？原来，她接到骗钱电话，她说没钱，对方就让她把可乐灌进ATM机，“这样钱就能自动吐出来”。这位女士还真信了，拿着大可乐到处找ATM倒……南方都市报,1,女子接骗子电话遭戏弄被教唆往ATM机灌可乐,,社会生活
上月，一个下雨天，杭州蜀山街道路上行人并不多。下午3点左右，一只棕红色的垃圾桶从27米高空急速落下，“轰”地一下砸在了草坪上，螺丝刀、花生壳、餐巾纸纷纷撒落一地……很快，物业报警，民警赶到现场，着手调查此事。通过调取现场监控录像和询问目...全文,0,又是高空抛物！#夫妻吵架女子十楼扔下垃圾桶#,#夫妻吵架女子十楼扔下垃圾桶#,社会生活
他等待女友马拉松结束后向她求婚，她却惨遭丧生。有的人守在身边温暖你心间，你却从来没说过谢谢。那些爱那些话，趁活着，赶快说出来。,1,,#波士顿爆炸#,灾难事故
想想222】主权在民，才有人权。98年，有三名福建工人在以色列被炸死！以政府找到中国使馆商议赔偿及处理后事，中使馆以三名工人是偷渡客为由不予理睬！以政府对此硬是一查到底，后来不远万里来到福建，把受害者骨灰交到家属手中、向三名受害者各赔了70万美元。这钱后来还被我们政府收了每人18万的税！,1,,,政治
8月3日晚，湖南省湘乡市花坪镇，一私家车撞伤一名15岁小孩，车主勾结交警，将受伤小孩装入麻袋欲毁灭现场，被附近村民及伤者家属发现后拦下，因交警将装有伤者的麻袋直接从车上扔下，引起围观村民愤怒围殴交警，所驾警车被村民扣下，受伤小孩因延误救治已经死亡。,1,,,社会生活
皇军和八路军亲善珍贵史料流出,1,,,军事
由青岛开往杭州东的G281次列车运行至定远站停车，电器设备发生故障，2号车厢冒烟。由于事故发生，京沪高铁上行列车均开始大面积晚点和晚点延时，有乘座此区间京沪高铁前往南京方向的旅客，请各位不要着急，听从铁路工作人员的安排，请各位旅客支持与配合。,0,京沪高铁上行严重晚点,#铁路头条#,灾难事故
信任不是指没有误会，而是总会给对方把误会解释清楚的机会。,0,,,无法确定
这是国际邮轮从1990年代末停靠济州以来，20多年间首次有乘客集体拒绝下船事件发生。当时码头上已有80余辆观光大巴等候，济州免税店等场所和数十名导游也做好了接待准备，当得知中国游客拒绝下船的消息，都感到白忙一场。|3400中国游...,0,韩媒：3400名中国游客在济州岛拒下国际邮轮,,社会生活
基因小王子://范凯robbin:宝马X5，红会看来救援装备很不错！,1,,,政治
他等待女友马拉松结束后向她求婚，她却惨遭丧生。有的人守在身边温暖你心间，你却从来没说过谢谢。那些爱那些话，趁活着，赶快说出来。,1,,#波士顿爆炸#,灾难事故
近年演艺界人士涉毒消息屡现报端，一些吸毒者自称“借吸毒减压”。对此，陈道明发问：“现代人谁没压力？你压力有老百姓大吗？”“演员，要非说有压力，也是在名利场想出名的压力。用压力解释吸毒，纯属借口。”（新华网）,0,陈道明发问吸毒艺人:你压力有老百姓大吗？,,文体娱乐
今天早晨7点左右，山西大运高速公路运城到侯马段，距侯马9.3公里处发生一起特大交通事故，共有47辆车连环相撞，目前造成3死7伤。事故发生后，当地政府迅速启动应急预案，组织多部门进行救援，受事故影响运城至太原高速公路封闭，初步调查原因为团雾影响。,0,山西大运高速47辆车连环相撞已造成3死7,,灾难事故
11月3日，河南省中牟县发生一起刑事案件，一名37岁女子邓某被杀害后抛尸黄河。侦查发现原阳县李某涛有重大作案嫌疑，于11月17日被抓归案。李某涛到案后，对其杀人抛尸的犯罪事实供认不讳。目前，李某涛（男，45岁，原阳县人）已被依...全文,0,#警方通报37岁女子被杀抛尸黄河#：嫌疑人已被抓,#华星卫视新闻#,社会生活
如此高端洋气的领带结打法，男人们赶紧收藏了，女孩纸也为TA学起来吧！！,0,高难度领带结怎么系,,科技
请知情人肉搜索：四十多岁男人请知情人告知联系电话13759695559张静杰先生O?：寻人启事，跪求转发！2钓鱼台,1,,,社会生活
调查显示：2020年口红销售额同比减少56%，成最滞销日用品。据网站报道，近日，日本调查公司intage公布了2020年零售商店滞销商品排行榜，结果显示，由于新冠疫情影响，多款商品销售额与往年相比明显减少。你今年买了多少支口红？...全文,0,发生甚么事了？#口红成日本最滞销日用品#,#口红成日本最滞销日用品#,财经商业
