content,label,title,subtitle,category,predicted_label
中共中央 第四 巡视组 纪检监察 组驻 进 河南省 欢迎 属实 举报 组长 张红卫 15290433333 副组长 樊祥印 15066428642 副组长 周德园 18864888538 收到 朋友 全部 转发 人 都 知道 举报 反腐 问题,1,,,政治,1
中国工程院 院士 戴 勀 戎 看病 付钱 好像 天经地义 知道 不 知道 全世界 两百多个 国家 看病 付钱 二十几个 国家 GDP 全球 做到 每年 三公 消费 19000 亿 做到 免费 医疗 做 不到 建嵘 薛 蛮子 任志强 作家 崔成 浩,1,看病要付钱只有二十几个国家,,政治,1
自称 日本 人 儿子 逆贼 李登辉 心脏病 死亡,1,李登辉灯灰了,,政治,1
黑人 起义 攻陷 广州 建立 非黑 广州 民主 共和国 广州 黑人 发飙 共享 单车 拦停 广州 主干道 三元里 事情 鬧大,1,,,政治,1
党 十九 届 五中全会 审议 全局 战略 高度 我国 中长期 发展 进行 战略 擘画 做好 十四五 更长 时期 各项 工作 指明 前进方向 提供 根本 遵循 全文,0,青海省广大干部群众热议党的十九届五中全会精神,,政治,0
红十字会 路虎 一排排 权威人士 爆料 位于 北京 北新桥 三条 8 号 中国红十字总会 车库里 停着 若干 豪华 公车 红会 司局级 以上 领导 每人 两辆 此举 应付 北京 限行 本人 对此 未作 调查 结合 最近 爆出 红色 黑幕 信不信 反正 信 消息 报料人 正是 9 年前 揭开 希望工程 黑幕 一代 名记方 进玉,1,,,政治,1
临武 县委 副 书记 县长 贺 遵庆 个人资料 简历 两句 在职 研究生 学历 维稳学 硕士学位 评 平生 闻所未闻 这位 县委 副 书记 县长 贺 遵庆 的确 学有专长 学 有所为 不愧为 维稳学 硕士学位 第一 人 牛刀小试 便 锋芒 无限 一举 惊 天下,1,没见过吧！开眼了吧！长见识了吧！,,政治,1
疯人 言论 河南 官员 拆迁户 孩子 扔下 楼 父亲 跪地 崩溃 再 删 再 发 大家 都 转 起来,1,,,政治,1
长 达 十天 两会 召开 新 婚姻法 中 规定 男女双方 年满 18 周岁 结婚 不是 之前 女方 满 20 周 男方 满 22 周才 制成 婚约 如今 结婚证 国家级 证书 高考 时 还 可加 3 学分 现在 大学 期间 结婚 学费 还 减半 跨 民族 结婚 生 孩子 奖励 一万 请 大家 相互 转告 好 完成 早婚 人 梦想,1,,,政治,1
都 孙子 境界 不 捏,0,,,政治,1
1966 年 8 岁 父母 原因 打成 黑五类 4 岁 妹妹 一起 强制 劳改 10 岁 惨遭 轮奸 复课 后 考上 大学 毕业 一篇 论文 再次 劳教 在外 媒 披露 后 要求 离开 中国 来到 美国 后 保姆 做起 现在 3D 打印机 创始人 奥巴马 团队 智囊 成员 傅苹 人生 浓缩 中国 苦难 美国 梦想 女人 转,1,,,政治,1
贵州 三穗县 都 政府 消息 都 锁 死死的 希望 媒体 看看 知 民心 才 天下 百姓 做点 好事 不要 百姓 手苦,1,,,政治,1
党和国家 最低 领导人 生产队长 下发 红头文件,1,,,政治,0
前 三季度 面对 新冠 肺炎 疫情 带来 严峻 挑战 省委 省政府 认真 贯彻落实 党中央 国务院 各项 决策 部署 扎实 做好 六稳 工作 全面落实 六保 任务 统筹 抓好 常态 化 疫情 防控 工业生产 加快 恢复 工业 生产者 出厂价格 指数 降幅 逐步 收窄 工业 经济 呈现 持续 复苏 态势 全文,0,前三季度陕西PPI降幅收窄,#看陕西#,政治,0
日本 AV 女 苍井空 福州 捞 金 瞧瞧 中国 地方 官员 媚态 via 中华 反腐 联盟,1,,,政治,1
华为 中兴通讯 技术 很大 程度 上 美国政府 政府 承包商 禁止 使用 特朗普 总统 今天 签署 这项 禁令 更 大规模 国防 授权 法案 一部分 禁令 基本上 禁止 美国政府 想 美国政府 合作 人 使用 华为 中兴通讯 中国 通信 公司 组件 展开 全文 c,0,特朗普签署禁止政府使用华为和中兴通讯技术的法案,,政治,0
新 调整 住宿 标准 省部级 官员 北京 上海 两地 最高 入住 1100 元 标准 酒店 省份 800 900 元 司局级 处级 以下 干部 住宿 标准 不同 幅度 提升 超标 违规 资金 会 追回 还 可能 通报 处分,0,公务员注意！明年1月1日起差旅费执行新标准，超标后果很严重,,政治,0
中 泰 外长 上周 会面 探讨 互免 签证 问题 新闻 O 网页 链接 中新网 泰国 中国 磋商 今年 9 月 两国 游客 互免 旅游 签证 O 网页 链接 希望 每年 吸引 500 万 中国 游客 之前 中国 影片 泰 囧 带动 中国 人游 泰国 热 泰国 国家 新闻局 发文 证实 两国 即将 放松 签证 要求 新闻 如图 2,1,泰国免签,,政治,0
今天上午 国家 粮食局 监督 检查 司 司长 赵文先 带队 工作组 赶赴 吉林 白依拉嘎 粮库 涉事 粮库 调查 工作 现场 督办 赵文先 表示 损害 国家 利益 违法 违规 问题 坚决 严肃查处 追 到底 决不 姑息 确保 事件 水落石出 央视 记者 赵智明,0,国家粮食局工作组赴吉林督办彻查,,政治,0
从小 怕 老鼠 蛇 后来 有位 朋友 知道 此事 大为 惊讶 说 好 惊讶 不是 多人 某党治下 都 欢蹦乱跳 活着 反倒 害怕 列强,0,,,政治,1
夜宴 紫禁城 这是 故宫 最新 最 时尚 用途 只不过 这一 时尚 普通人 无关 夜宴 朱漆 大门 只 拥有 尊荣 地位 高端 人群 打开,0,夜宴紫禁城,,政治,0
封 中国 人 账户 基本 推特 不能 说话 都 发言 封号 微博上 应该 美分 公知 账号 全部封 先 洛杉矶 房东 Kevin 纽约 封,0,,#美共和党议员要求推特封禁中国账户#,政治,1
韩国国会 今天下午 讨论 批准 今年 6 月 1 号 韩国 首尔 正式 签署 中国 迄今为止 涉及 国别 贸易额 最大 领域 范围 最为 全面 自贸 协定 自贸 协定 签署 后 须 两 国 国内 批准 程序 两 国 交换 公文 程序 才能 最终 生效,0,韩国国会批准《中韩自贸协定》,,政治,0
说好 滋油皿 煮 仁拳 搞 考虑 帮 洗地 舔 下 一步 工作 开展 难度,0,,#美共和党议员要求推特封禁中国账户#,政治,0
林语堂 中国 人 可爱 本身 最底 阶层 奴隶 利益 每天 都 损害 却 具有 统治阶级 意识 总 为主 子 思考 动物 世界 里 找 弱智 东西 都 几乎 不 可能 章立凡 袁裕来 律师 左小祖咒 叶匡政,1,吃着地沟油的命，操着中-南-海的心,,政治,1
长 达 十天 两会 召开 新 婚姻法 中 规定 男女双方 年满 18 周岁 结婚 不是 之前 女方 满 20 周 男方 满 22 周 如今 结婚证 国家级 证书 高考 时 还 可加 3 学分 现在 大学 期间 结婚 学费 还 减半 跨 民族 结婚 生 孩子 奖励 一万 想 早婚 童鞋 考虑 起来 乐 婚礼,1,,,政治,1
百科 一下 所谓 邪教 杀人 定罪 仅仅 3 年 以上 7 年 以下 有期徒刑 造成 3 人 以上 死亡 多人 重伤 才 算是 严重危害 才能 获刑 7 年 以上 … … 这种 杜撰 出来 包庇 不要 明显 强烈建议 上级部门 介入 调查 此案 还 人民 公道 大家 复制 下去 点赞别 沉 友情 复制 2 济南路,1,,,政治,1
特朗普 带 夫人 去 探望 奥巴马 送上 礼物 企图 平息 黑人 一族 怒火 没想到 奥巴马 接过 礼物 转身 便 甩 出去 真水 艾特无香 微博 视频,1,,,政治,1
G20 峰会 正在 土耳其 举行 会议 期间 三只 萌萌 哒 小猫 突然 闯入 戒备森严 领导人 云集 主会场 肆无忌惮 走来走去 仿佛 后花园 散步 视察 完毕 后 满意 离去 英国 媒体 戏称 三只 小猫 风头 盖过 G20 峰会 主角,0,喵星人来了！G20峰会特殊来宾萌萌哒,#G20峰会#,政治,0
看 对方 事后 道歉 称 没 控制 好 情绪 网传 视频 显示 王某 致电 卢 书记 后 卢 书记 志愿者 小张 说 一下 志愿者 接过 电话 后 卢 书记 要求 志愿者 简单 登记 下 放行 引发 志愿者 回应 称 以后 是不是 都 简单 登记 下 行 我管 不写 电话 挂掉 后 王某 径自 走进 小,0,#怒怼大连卢书记志愿小伙回应#对方事后道歉，称没控制好情绪！网传视频显示，王某致电卢书记后，让卢书,#怒怼大连卢书记志愿小伙回应#,政治,0
打脸 贴 刚才 说 壹 基金 中国红十字会 没有 关系 壹 基金 网站 英文版 写 清清楚楚 所有 捐款 会 全数 交给 中国红十字会 说 壹 基金项目 资金 钱进 红十字会 壹 基金 能力 中国红十字会 少数几个 没有 加入 国际红十字会 原因 人 估计 都 想到,1,,,政治,1
总理 您好 很 高兴 能够 见到 特殊 视频 方式 过去 一年 香港 这场 特殊 疫情 饱受 打击 知道 心系 香港 香港 未来 两年 进入 选举 年 此时 全国人大 会议 完善 香港 选举 制度 作出 决定 人大常委会 香港 选举 相关 法律 进行 修改 想 请教 中央政府 全文,0,凤凰卫视记者,#总理记者会#,政治,0
俄媒 指出 央视 新闻 微博 视频 央视 新闻,0,,#当初批评中国的防疫措施西方都用了#,政治,1
发布 头条 文章 我国 动真格 无限期 封杀 澳大利亚 这次 一块 煤都 不要,1,,,政治,1
想 真的 全面 奔小康 2020 当年 郭美美 事件 红十字会 社会 公信力 失 还 少 多年 一点一滴 建立 起来 一丝丝 信任 瞬间 土崩瓦解 慈善 不是 交易 更 不是 名利场 工具 慈善 需要 脚踏实地 干 实事 不会 做 做 物资 跑 莆田 系 医院 地震 赈灾 物资 烂 仓库 协和医院 没 口罩,1,,,政治,1
中国 最大 瀑布 黄果树 瀑布 早就 没有 水 大 领导 瀑布 气势磅礴 原来 上面 水库 开闸放水 这年头 竟然 风景 都 特供 袁裕来 律师,1,特供瀑布,,政治,1
黑龙江 庆安县 人民检察院 公诉 科 副科长 韩淼 举报 异性 宾馆 开房 今天下午 记者 庆安县 人民检察院 获悉 调查 认定 韩淼 女同学 宾馆 合衣 同床 睡 没有 发生 男女关系 韩淼 已 行政 撤职 详见,0,检察官与异性开房回应：合衣而睡,#万象#,政治,0
李克强 总理 21 日 中国 东盟 领导人 会议 上 说 国家 间 交往 分歧 不 奇怪 关键 看到 共同利益 远大于 分歧 分歧 应 加以 妥善 管控 处理 10 1 合作 走 远 行得 稳 善于 运用 和而不同 促解 智慧 包容 互鉴 合作 共赢,0,李克强：妥处分歧才能让10+1合作走得远,,政治,0
江苏 东海 县委书记 关永健以 提拔 副县长 饵 办公室 内 潜规则 下属 青湖 镇 党委书记 徐艳 因徐 发现 关 患有 严重 性病 拒绝 关永健 恼羞成怒 下令 警察 毒打 徐艳 并用 一把 尖尖 雨伞 深深地 插入 徐 下体 致使 徐 XX 彻底 撕开 子宫 完全 破裂,1,如果这县委书记没有性病，这交易就成了？,,政治,1
湖北 都 年代 简直 触目惊心 当地政府 执法 部门 分明 青山绿水 置若罔闻 马勒 戈壁 到底 人 肆无忌惮 地来 污染 河流 空气 竭尽全力 不择手段 地来 掏空 子孙 生存 资源 到底 人 恨 国家 毁 唯恐 不及 孟非 微博 视频,1,,,政治,0
广东 一省 干部 会上 谈到 下派 地方 8 年 期间 超负荷 工作 腰 都 累出 病 家里 80 多岁 父母 没 时间 照顾 说 动情处 还落 泪 后来 一查 几年 多次 用假 证件 带 情人 出国 境 旅游 购物 劳模 丑恶嘴脸 暴露无遗 … …,0,官员自称工作累出病，被查出实为带情妇出国旅游,,政治,1
吃不起 螃蟹 开不起 小车 请不起 朋友 吃饭 … … 昨天 二中全会 上 李克强 总结 说 中国 人 平均 月 收入 已经 达到 八千 看到 消息 不禁 黯然神伤 仔细 盘算 盘算 何止 拖 祖国 后腿 对不起 祖国 都 裤衩 子 拽 掉 没 挣到 八千 凡 拖后腿 人 都 转 一下 默默 飘过 都 土豪,1,,,政治,1
实 事实 办 提升 人民 群众 幸福感 民惟邦本 本固邦宁 政府 工作 报告 中 民生 福祉 工程 列为 十大 战略 工程 计划 十三 五 期间 实现 教育 卫生 就业 保障 七个 方面 大 提升 用建 机制 补短 板 兜 底线 方式 解决 民生问题 实 事实 办 提升 人民 群众 幸福感 晋城 新闻网,0,两会特稿,#2016年晋城两会#,政治,0
天空 好像 下雨 今天 才 知道 宋美龄 喜欢 梧桐树 蒋介石 一下子 找人 南京 城市 里种 下 几万 棵 航拍 美龄宫 一条 法国梧桐 围成 项链 春绿秋 黄 厉害,1,,,政治,1
哈哈哈 哈哈哈 哈哈哈 哈哈哈 笑 死 桃总本 尊 回复 老年 美队 拜登 撞 脸 梗 已经 写 新版 剧本 桃子 真是 前前后后 大选 操 碎了心,0,,,政治,0
德国 汽车 公司 都 无需 年检 问 德国人 汽车 不 年检 坏 答 修车 问 德国政府 不 强制 年检 德国人 反问 谁给了 政府 权力 政府 年检 感兴趣 说明 这种 事 好处,1,,,政治,0
昆明 原 书记 高 劲松 部门 控制 4 月 9 日 当天 高 劲松 接到 通知 去 省委 开会 赶到 后 部门 当场 宣布 因涉嫌 严重 违纪 违法 接受 组织 调查 随即 办案 人员 控制 全程 用时 仅 十多 秒钟,0,昆明原书记被抓细节：仅10多秒钟就被控制住,,政治,0
看来 中国 和谐 一套 精髓 学到 表面 上 说 中国 发布 疫情 不实 信息 实际上 阻止 美国 本土 民众 中国 用户 获得 真实 信息,0,,#美共和党议员要求推特封禁中国账户#,政治,1
名字 改啦 3 最 佩服 张海迪 人 上 小学 听说 癌症 活不了 几天 还 说 腰椎 以下 瘫痪 含 眼泪 读完 事迹 今天 同学 都 癌症 死去 没有 死 听说 还 翘着 二郎腿 最牛 B 还 学会 开车 最最 牛 逼 还 移民 德国 鸟,1,坚强的生命,,政治,1
病愈 后 英国首相 每天 骑单车 上班 一辆 二手 大众 上下班 不得 开 公车 首相府 没 固定 停车位 说 只好 骑车 两 保镖 开车 路上 还 经常 堵车 掉队 安普若 外号 安 校长 微博 视频,1,,,政治,1
什仿 吴斌 实名 揭露 红十字会 腐败,1,,#实名揭露红会官员贪污#,政治,1
人民网 9 月 2 日讯据 德国 媒体报道 斯诺 登 颁发 8 届 揭秘 奖 颁奖仪式 9 月 1 日 柏林 举行 300 多名 科学家 知识 份子 政界人士 出席 颁奖仪式 斯诺 登 目前 俄罗斯 避难 不能 亲自 领奖 颁奖 现场 组织 方为 放置 一把 空 椅子 详情,0,为斯诺登颁发揭秘者奖仪式在柏林举行,,政治,0
国家 能源 局 核电 司原 司长 郝卫平 指控 总额 超 千万 知情 人士 透露 郝卫平 落马 后 主动 交代 公安机关 没有 掌握 700 多万 受贿 金额 牵出 能源 局 副局长 许永盛 郝卫平 说 害怕 山西 煤老板 真 吓人 麻袋 装钱 送,0,煤老板用麻袋送钱，让受贿千万的贪官也怕了,#拍案#,政治,1
习近平 批示 强烈 谴责 恐怖分子 残暴 行径 遇难者 家属 表示 深切 慰问 要求 部门 加大 投入 保障 加强 境外 安全 保护 工作 确保 我国 公民 机构 安全 中国 加强 国际 社会 合作 坚决 打击 残害 无辜 生命 暴恐 活动 维护 世界 和平 安宁,0,习近平就3名我国公民在#马里人质劫持事件#中遇害作出重要批示,#马里人质劫持事件#,政治,0
视频 里 表现 只能 看出 王某 颐指气使 惯 小事 体现 态度 作风 问题 这要 搁 建国初期 最起码 撤销 党内 职务 一年 半 不能 升职 不痛不痒 影响 不 大 调任 岗位 还 不是,0,,#怒怼大连卢书记志愿小伙回应#,政治,0
囯 际 红十字会 世界性 卫生 救护 社会福利 团体 独立 中立 组织 使命 战争 暴力 局势 受害者 提供 人 道 保护 援助 中国红十字会 唯一 不肯 加入 国际红十字会 会员国 加入 国际红十字会 意味着 人事安排 行动 管理 方面 符合国际 规则 账目 必须 国际红十字会 公开,1,山寨红会,,政治,1
村民 王树杰 警察 张研 开枪 杀害 调查结果 却是 警察 开枪 合法 李洪娜 盘锦 派出所 所长 伙同 地痞 轮奸 面对 网友 3 万条 转发 盘锦市 公安局 坐不住 网上 发微博 回应 网友 大家 耐心 等待 调查结果 多天 过去 女孩 连发 两条 求救 微博 都 删除 关在,1,盘锦市公安局又在自己查自己了,,政治,1
3 月 记者 前去 采访 漯河 违章 别墅 群 漯河市 召 陵区 房管局 副局长 牛豪带 人 劫持 一片 麦田 狂殴 记者 牛豪用 手枪 顶住 脑袋 威胁 说 先 大腿 上开 一枪 记者 写下 保证书 承认 敲诈勒索 保证 不再 追究 此事 .... O 网页 链接,1,河南一名28岁副局长用枪顶头威胁记者,,政治,1
惊闻 临武县 长贺 遵庆 维稳学 硕士 怪不得 指挥 凌晨 抢尸 处变不惊 临危 不 乱 下图 贺 遵庆 亲临现场 指挥 武警 抢尸 不知 哪所 学校 机构 有维 稳学 硕士学位 授予权 县委书记 范儒 平之子 23 岁 违规 提拔 县 团委书记 正科级 虎父无犬 子 世袭 天下,1,惊爆：抢尸县长竟然是----维稳学硕士！,,政治,1
你动 舆论 奶酪 破坏 舆论 生态 当然 不让 以为 国内 地狱 攻击 东西 山炮 媒体 写 黑 公关 满网 飘,0,,#美共和党议员要求推特封禁中国账户#,政治,0
冻结 美国 近 1500 亿美元 银行存款 特朗普 观点 专制 国家 高层 不能 一边 骂 美国 抵制 美国 制度 一边 子女 送到 美国 去 享受 自由民主 生活 这种 糟糕 状况 必须 结束,1,美国已驱逐5000多名伊朗高官的子女,,政治,1
赵立坚 太狠 下去 非 特朗普 晚上 睡觉 说梦话 不可,0,,#崔天凯回应病毒来自美国军方说法#,政治,0
红十字会 必须 做出 解释,1,,,政治,1
3 月 19 日 上午 山东省政府 新闻办 召开 新闻 发布会 介绍 新冠 病毒 疫苗 接种 工作 齐鲁晚报 齐鲁 壹点 记者 发布会 上 了解 是否 参保 均 享受 免费 接种 受 全文,0,无论是否参保，均可享受免费接种，受种者个人不负担任何费用,#山东新冠病毒疫苗已接种237.8万人#,政治,0
雅安 地震 雅安 153 万人 全 算进去 光 苹果 三星 富士康 三家 公司 捐 16000 万 平均 一人 105 万 还 说 缺钱 缺 物资 尼玛 贪官 少 贪点 会 死 劳资 希望 一辈子 王巍,1,,,政治,1
本是 花样年华 本可 花前月下 扛起 反腐 重任 承担 弱女子 不该 责任 12 月 里 分别 雷政富 九龙坡 区委书记 彭智勇 璧山 县委书记 范 明文 西南 证券 董事长 罗广 长寿区 区长 韩树明 重庆 城投 副总经理 粟志光 6 人 走 完 上床 拍片 捉奸 全套 流程 赵 红霞 反腐 写下 经典 篇章,1,,,政治,1
法制晚报 援引 韩联社 消息 称 韩国 前 总统 金泳三 当地 时间 22 日 零时 21 分 逝世 金泳三 1927 年 出生 1992 年 12 月 当选 韩国 第十四届 总统 1997 年 卸任,0,韩国前总统金泳三逝世,#天下#,政治,0
中文台 张婉 党内 奇闻 ! 书记 实名 举报 市长 河南 息县 项店 镇 书记 洪友强 举报 息县 书记 张富治 张 贪污受贿 4.6 亿 ! 勾结 黑社 贩卖毒品 开 赌场 强迫 少女 卖淫 包养 三名 二奶 奸淫幼女 8 人 后 耗费 9600 万向 省 领导 买 信阳市 副 市长 官帽 张 政府 工程 承包 兄张 富山 获利 三个 亿 张 时常 女 下属 办公室 进行 开光 !,1,,,政治,1
今日 网 曝 昆明市 官渡区 公安分局 局长 韩玉彪 44 岁 因涉嫌 重大 职务犯罪 查办 办案 人员 住宅 中 搜出 超过 1 亿元 现金 微评 70 后 处级 官员 非法 敛财 巨 真 可谓 中国 特色 特色 国度 官吏 财富 升迁 资本 此腐 不败 危害 可想而知 小 官 巨贪 危害 猛于 虎,1,小官巨贪危害猛于虎,,政治,0
急 急 魔法 外交 天团 出击 这种 党员 吓倒 哈哈哈 一介 良民 哈哈哈 微博 视频,0,,#美共和党议员要求推特封禁中国账户#,政治,1
2020 年 全国 两会 召开 今天上午 北京市 交管部门 北汽 出租汽车 集团 准备 全国 两会 服务 车辆 逐一 检查 全部 37 项目 都 合格 才 算 过关 本次 服务 两会 车辆 更加 重视 低碳 环保 新能源 比例 增加 全部 上 会 车辆 10% 左右 今年 全国 两会 北京 团 所有 用车 都 新能源 车辆,0,全国两会用车今天全面体检37项，北京团所有用车都是新能源,,政治,0
路透社 没有 报 想 机会 再 说 几句 希望 路透社 加以 充分 报道 华春莹 进一步 表示 知道 公职人员 宣誓 效忠国家 制度 国际 惯例 统计 联合国 193 成员 当中 177 国家 宪法 中 都 明确规定 国家 公职人员 宣 全文,0,华春莹：我再多说两句，希望路透社可以报道,,政治,0
一位 公共 情妇 上海 社保局 局长 祝均 上海市 宝山区 区长 秦裕 国家统计局 局长 邱晓华 上海市 核电 办 主任 杨忠 万 9 名 党员干部 严重 违纪 涉嫌犯罪 都 考虑 因素 官方 这位 颇似 张曼玉 美女 化名 卢嘉丽 江苏 镇江人 已 逃亡 国外,1,,,政治,1
今天 本次 东盟 峰会 系列 峰会 举行 期间 东盟 各国 领导人 共同 签署 宣告 东盟 共同体 今年年底 正式 建立 峰会 期间 还 签署 这份 政治性 文件 规划 东盟 未来 10 年 行动 规划 央视 记者 窦筠韵 朱 雪松,0,东盟峰会宣布东盟共同体在年底正式建立,,政治,0
中国 国家级 贫困县 张家 川县 刘 书记 会议室 VS 世界 第一 强国 总统 会议室 美国佬 羡慕 嫉妒 恨,1,,,政治,0
周孝正 98 年 三名 福建 工人 以色列 炸死 以色列政府 找到 中国使馆 商议 赔偿 处理 后事 中 使馆 三名 工人 偷渡客 不予理睬 政府 对此 硬是 一查到底 后来 不远万里 来到 福建 受害者 骨灰 交到 家属 手中 三名 受害者 各赔 70 万美元 这钱 后来 还 政府 收 每人 18 万 税,1,,,政治,1
原来 事情 日本 人不费 一兵一卒 城市 一个个 陷入 混乱 问题 好好 深醒 一下,1,,#爱国宣言#,政治,1
中医 点评 水果 吃水果 有门道 果断 收藏 ~,0,,#涨点姿势#,医药健康,0
淄川区 中医院 宅 在家 上网 课 　 教 孩子 保护视力 淄川 发布 融 媒体 微博 视频,0,,,医药健康,1
新冠 病毒 肺部 影响 图像 保持 敬畏 之心,1,,#王辰新冠病毒有可能长期存在#,医药健康,0
重要 提示 医院 支援 武汉 前线 医护人员 发回 消息 外出 请 不要 穿带 毛领 绒线 衣服 外套 容易 吸附 病毒 请 转达 同事 家人 友人 防护 疫情 人人有责 注 未 改动 一字 原版 转发 深圳 大浪 商业中心,1,,,医药健康,1
特朗普 华盛 頓 最 严重 传染病 医院 看望 医护人员 病人 没有 戴 口罩 … … 悄悄 围观 微博 视频,1,,,医药健康,1
仁 厨师 做 凉菜 引发 霍乱 涉及 地区 武汉 浠水 大冶 阳新 鄂州 黄冈 当日 300 余人 桃源 大酒店 吃饭 酒店 位于 高速 出口 百余米 病毒 就此 扩散 黄石 近 一万 人 染病 昨日 省级 会议 咎责 部分 市 领导 准备 封锁 黄石 限制 市民 出入 黄石 孩子 近期 切勿 在外 吃饭 腹泻 呕吐者 赶紧 上报 单位 就医,1,,,医药健康,0
美国 人 感染 新冠 肺炎 美国 医院 不 治 来到 中国 想 享受 免费 治疗 中国 不 免费 喊冤叫屈 说 土生土长 中国 人 不要 无耻 好 不 想一想 宣誓 效忠 美国 誓词,1,,,医药健康,1
惊 看到 一条 评论 预测 女权主义者 批判 张文宏 他三婚 说 这话 人 太 无知 女权主义者 眼里 好 男人 肯 离婚 男人 看看 男人 拒绝 离婚 还 殴打 杀妻 新闻 离婚 后 男人 骚扰 杀害 前妻 新闻 评论 区 都 女权 声讨 微博 女权 现阶段 主要 议题 求 放过 好 不,1,,,医药健康,1
赵茂涵 无辜 无辜 锤子 网传 朋友圈 截图 不 钓鱼 或者说 钓凯子 还 想 染上 新冠 不是 本意 当然 没人 想 新冠 成都 确实 是因为 家人 遭灾 相比之下 没 干人 不是 更 无辜,1,,,医药健康,1
亲们 中央电视台 已经 播出 可口可乐 承认 旗下 果粒 橙 含有 美国 禁用 农药 「 多菌灵 多菌灵 可致 脑麻痺 肝脏 腫瘤 癌症 包括 香港 正在 销售 果粒 橙 香港 食环署 正在 了解 事件 专家 指出 多菌灵 农药 脑部 影响 最大 引致 局部麻痹 并会 导致 癌症,1,,,医药健康,1
当地 时间 20 日 CNN 记者 大卫 卡尔 弗 来到 中国 义乌 报道 一家 社区 医疗 中心 首次 进行 新冠 疫苗 接种 卡尔 弗 简单 介绍 疫苗 情况 两剂 共需 400 元 优先 提供 医疗 人员 重点对象 卡尔 弗 还 介绍 研发 疫苗 公司 最后 还 再次 夸赞 青岛 检测 全文,0,#CNN报道义乌新冠疫苗紧急接种#，还不忘夸青岛：再次回归正常,#CNN报道义乌新冠疫苗紧急接种#,医药健康,0
制作 工艺 吓哭 想 问 一句 玩意儿 吃 不能 制件 地球 太 危险 回金 木 水 火 土星,1,卧槽，以后卷心菜没办法吃了！,,医药健康,1
柳州 奖励 援鄂 医疗 队员 每人 一辆 汽车 每辆车 都 印有 英雄 字样 今后 该市 停车 不 收费 东莞 思 zs6669 微博 视频,1,,#最新疫情地图#,医药健康,1
炸鸡 含 致癌物 丙烯酰胺 二 啤酒 使 尿酸 沉积 肾小管 阻塞 肾脏 衰竭 三 咖啡 压抑 副 交感神经 减低 性欲 四 豆腐 植物 雌激素 减少 精子 数 五 奶茶 反式 脂肪酸 减少 男性 荷尔蒙 六 腰子 含有 重 金属镉 不是 吃 补,1,6类杀精食物吃傻下一代,,医药健康,1
调查 显示 58% 人 表示 不会 食用 转基因 三文鱼 欧盟 反对者 占 77% 有人 担心 转基因 三文鱼 体内 大量 生长素 可能 诱发 癌变 美国 药管局 审批 详尽 严格 证明 其是 安全 不会 强制 要求 标注 转基因,0,转基因三文鱼致癌？美药管局：安全,#转基因三文鱼上餐桌#,医药健康,0
早 听说 小龙虾 脏 不 知道 脏 幸亏 嫌 麻烦 不爱 吃 日本 人 不吃 小龙虾 家人 健康 分享 日本 客户 一起 约 去 吃饭 无论怎样 劝 都 不吃 小龙虾 O 网页 链接 使用 新浪 长微博 工具 发布 O 网页 链接,1,转帖!震惊!!!,,医药健康,1
川普 总统 已 援引 战时 当局 提高 重要 医疗 用品 产量 建立 临时 野战医院 180 座 战地 医院 一夜之间 遍及 全美,1,180座战地医院，一夜之间遍及全美。,,医药健康,0
体检 检查 出 乳腺 纤维 腺瘤 听说 这是 良性肿瘤 不用 做手术 医生 建议 做手术 切除 诊断 出甲减 目前 服用 优甲乐 牛奶 豆浆 服药 饭后 服用 想 明确 更 乳腺 纤维 腺瘤 甲减 甲状腺 乳腺 外科 疑问 爱问 三甲 医院 专家 在线 解答 速 戳 了解 全文,0,,#秋日健康季#,医药健康,0
低劣 套 芯 润滑油 手工 作坊 制作 销往 小型 宾馆 正品 售卖 … 上海 侦破 一起 涉及 上海 河南 安徽 浙江 湖北 广东 江苏 陕西 制 售假 避孕套 案 查获 假 杜蕾斯 杰士邦 品牌 避孕套 300 万余件 检验 假 安全套 中含 重金属 成分 人体 危害 很大 央视,0,[话筒]300万件假安全套内含重金属,,医药健康,0
视频 告诉 大家 一定 合理 使用 酒精 消毒 真的 可能 导致 高温 消毒 明显 渣 男 微博 视频,1,,#最新疫情地图#,医药健康,1
最近 美国 睡眠 医学 学会 旗下 期刊 JCSM 发表 一项 研究 睡 不好 人支 招 换 一条 厚 被子 坚持 一个月 睡眠 质量 可能 会 得到 改善 研究 发现 加重 被子 后 参与者 失眠 症状 大为 减轻 12 月 后 92 重 毯 使用者 产生 积极 变 全文,0,盖厚被子能治疗失眠？,#微博健康讲堂#,医药健康,0
汤阴县 张女士 反映 中国 人寿保险 公司 河南 汤阴 分公司 女儿 各投 一份 重大 疾病 险 今年 女儿 不幸 患 乳腺癌 出院 后 花费 单到 保险公司 理赔 时 却 保险公司 却 告知 最后 一年 保费 没有 交 成功 保险 永久 作废 不能 进行 理赔 账户 里 全文,0,#河南女子交保费20年患病后却遭拒赔#！中国人寿这样回应,#河南女子交保费20年患病后却遭拒赔#,医药健康,0
剖腹产 孩子 影响 很大 ! ! ! 出生 低 横 胎位 剖腹产 出来 从小 体质 很差 必须 每天 服用 氢氧 酸 才能 活下去 医生 说 终身 都 离不开 这种 药 剖腹产 影响 真的 很大,1,,,医药健康,1
一次性 筷子 做 笋干 炒肉 好吃 via 亮兄 本尊,1,,,医药健康,1
