content,label,predicted_label,result
据网友称在厦门镇邦路，下雨天时一老人家不小心摩托车撞倒一女子，女子的iPhone6plus掉到地上屏幕碎了，女子让老人家赔，老人家说我知道撞到人赔钱是应该的，但真的没钱。女子扇了几巴掌，还让老人家跪在雨水里…,0,1,FALSE
德国劳工研究协会调查显示，一周超四次性生活的人的平均薪水，要比一周只有一次的人高3.2%。同时在调查了7500个德国家庭之后，发现，性生活更多的人，也会更快乐、更健康、更性感。这一结果使没有性生活的低收入人群黯然失色。,1,0,FALSE
18日，武进一对卖煎饼的老夫妻的孙女失踪了。20日，警方发现孩子尸体被埋在失踪地附近的绿化带里，嫌疑人是常来买煎饼，并带孩子玩耍的熟人。孩子爷爷伤心的称，孩子平日除了在幼儿园，就是跟他们在饼摊上帮忙或玩耍…(现代快报),0,1,FALSE
孙小宁在三月_:全国人口普查最新结果公布：惊人！网上接连爆出“房姐”、“房妹”、“房叔”、“房婶”事件后，公安部对“房事”涉及的户籍管理问题展开彻查。经过全国56.71万管理户籍的民警48小时彻夜核查，发现重叠户口3.5亿多，其中最多的一人同时拥有176个不同城镇的户口。,1,0,FALSE
网警暴雨雷霆快评：冠亚凯旋门超市老板折辱卖菜老人一事已经偏离了道德谴责的轨道，如果人肉搜索、曝光隐私、PS恶搞甚至骚扰威胁就是这座城市的正义，那实在有愧于满街都是圣人的美誉！⊙投票表态：,0,1,FALSE
一条裤子穿两年，一瓶洗面奶用三年。。。,0,1,FALSE
网友爆料：手机3月1号晚上在吉林坐出租车手机丢在车上了，然后我给司机打电话司机之前接了两个然后就不接了，我就开了手机定位。然后不知道为什么定位不到了，我就想着丢了也就丢了，结果今天给我发了条短信说是抓拍到了捡手机的人的照片，现在地址在长春。,0,1,FALSE
我说一个人的时候就不能好好的玩耍吗？,0,1,FALSE
偶是一只nicepuppy，求包养，求关注，求粉丝！,0,1,FALSE
一个人都无趣，两个人怎会有意思？,0,1,FALSE
今天的天府广场仁和春天，，,1,0,FALSE
娘的，不爆受不了，尽量少爆点,1,0,FALSE
原来在年轻时，我们都曾知识渊博！！！,0,1,FALSE
